"Index"	"Variable"	"Body_Site"	"Expo"	"Df"	"SumOfSqs"	"R2"	"F"	"Pr(>F)"	"Omega2_partial"	"p.adj"
"wu"	"Age_grp2"	"Nose"	"Low"	3	4.43328845866149	0.261434012269785	21.6699770726913	0.001	0.255174473352807	0.00204545454545455
"wu"	"Age_grp2"	"Nose"	"Medium"	3	3.00798884122607	0.234009625168976	11.5515897559182	0.001	0.221897728552913	0.00204545454545455
"wu"	"Age_grp2"	"Right_Arm"	"Low"	3	0.261880890386188	0.0355617255717457	1.71792913523017	0.014	0.0152584457369203	0.0217241379310345
"wu"	"Age_grp2"	"Right_Arm"	"Medium"	3	0.686033289907265	0.0848063239156292	3.73768722119675	0.001	0.0630740231330169	0.00204545454545455
"wu"	"Age_grp2"	"Right_Hand"	"Low"	3	0.440387683712153	0.030660445573536	1.71303820364759	0.033	0.0129534097114569	0.0479032258064516
"wu"	"Age_grp2"	"Right_Hand"	"Medium"	3	0.908398654948696	0.0869141921951666	4.30822959857424	0.001	0.0680124033679874	0.00204545454545455
"wu"	"Gender"	"Feces"	"Low"	1	0.418938573917146	0.0161322425972434	3.67196567014692	0.012	0.0122190590913579	0.0189473684210526
"wu"	"Gender"	"Feces"	"Medium"	1	0.0546146358137047	0.00328254881217475	0.432336536056984	0.871	-0.0045989849975593	0.871
"wu"	"Gender"	"Mouth"	"Low"	1	0.135498890970029	0.00909511238137282	1.84238348955916	0.111	0.00434571363803176	0.142714285714286
"wu"	"Gender"	"Mouth"	"Medium"	1	0.0454835560742897	0.00449369390268403	0.663250236264307	0.593	-0.00248224749996205	0.613448275862069
"wu"	"Gender"	"Nose"	"Low"	1	0.186331588695708	0.0109880995336879	2.73237437126294	0.04	0.00948039107587592	0.05625
"wu"	"Gender"	"Nose"	"Medium"	1	0.191215865617556	0.0148758374453566	2.20298081312342	0.084	0.0107214692907937	0.111176470588235
"wu"	"Gender"	"Right_Arm"	"Low"	1	0.137797178096227	0.0187119626208412	2.71183345972571	0.003	0.0121655259379139	0.005625
"wu"	"Gender"	"Right_Arm"	"Medium"	1	0.0743849369965872	0.00919534540696848	1.21580526434476	0.242	0.00176577214279272	0.27225
"wu"	"Gender"	"Right_Hand"	"Low"	1	0.172021069022946	0.0119763626898497	2.00740398040661	0.057	0.00614242989009787	0.0777272727272727
"wu"	"Gender"	"Right_Hand"	"Medium"	1	0.0830875937071127	0.00794969372659601	1.18216961859167	0.265	0.00133769067640699	0.290853658536585
"wu"	"Year"	"Feces"	"Low"	1	0.673746314169524	0.025944230648312	5.90533670100236	0.001	0.0222056052346159	0.00204545454545455
"wu"	"Year"	"Feces"	"Medium"	1	0.198608393697372	0.0119371252248769	1.57220978742509	0.156	0.00459339838637791	0.18972972972973
"wu"	"Year"	"Mouth"	"Low"	1	0.266777265944445	0.0179069304345583	3.62738046523566	0.011	0.0134305354341877	0.018
"wu"	"Year"	"Mouth"	"Medium"	1	0.0902607152018611	0.00891759705182281	1.31619965213889	0.255	0.00231960436797525	0.283333333333333
"wu"	"Year"	"Nose"	"Low"	1	0.108193483668105	0.00638024274769119	1.58655386336645	0.188	0.00323016132465293	0.224415584415584
"wu"	"Year"	"Nose"	"Medium"	1	0.545914514660438	0.0424699883188135	6.28943209036788	0.001	0.0454850625313699	0.00204545454545455
"wu"	"Year"	"Right_Arm"	"Low"	1	0.219031829313896	0.0297431011252931	4.31052254976924	0.001	0.0232626687784909	0.00204545454545455
"wu"	"Year"	"Right_Arm"	"Medium"	1	0.205246611494638	0.0253722536108305	3.35471025209786	0.001	0.0189354327417456	0.00204545454545455
"wu"	"Year"	"Right_Hand"	"Low"	1	0.284557380818219	0.0198113081037652	3.32064916322764	0.008	0.0140372613764441	0.0138461538461538
"wu"	"Year"	"Right_Hand"	"Medium"	1	0.262683794286152	0.025133183166626	3.73746292372033	0.001	0.0197312453754861	0.00204545454545455
