"Index"	"Variable"	"Body_Site"	"Year"	"Df"	"SumOfSqs"	"R2"	"F"	"Pr(>F)"	"Omega2_partial"
"uu"	"Expo"	"Mouth"	"2015"	1	1.44163828980845	0.067811792766074	12.9538673807868	0.001	0.0653381508241467
"uu"	"Expo"	"Mouth"	"2016"	1	0.800669949332384	0.0372765379047628	6.50898222376403	0.001	0.0336922299242553
"uu"	"Expo"	"Nose"	"2015"	1	1.19229895641296	0.0301268506005499	4.8298540925984	0.001	0.0260836198215051
"uu"	"Expo"	"Nose"	"2016"	1	0.689117399989108	0.0175127736704045	2.8176585947472	0.002	0.0120520276715826
"uu"	"Expo"	"Right_Arm"	"2015"	1	2.44644394224616	0.0616406549964237	11.2648243571646	0.001	0.0563181864266347
"uu"	"Expo"	"Right_Arm"	"2016"	1	0.841658581790373	0.0406903366661085	3.71092622669656	0.001	0.029559468410509
"uu"	"Expo"	"Right_Hand"	"2015"	1	2.83108463414021	0.0705372955585692	13.0948296784777	0.001	0.0656989101736392
"uu"	"Expo"	"Right_Hand"	"2016"	1	1.56800472452829	0.0521341624680786	6.93605487350134	0.001	0.0446534604863214
"uu"	"Gender"	"Feces"	"2015"	1	0.181104435953976	0.00743608305904432	1.27345019217738	0.133	0.00172770728031365
"uu"	"Gender"	"Feces"	"2016"	1	0.252442021805912	0.0090035496027306	1.72477385080074	0.024	0.00396647830245796
"uu"	"Gender"	"Mouth"	"2015"	1	0.107133964226097	0.00503936821855181	0.962654206935093	0.415	-0.000218444158100769
"uu"	"Gender"	"Mouth"	"2016"	1	0.100793155734454	0.00469259511164231	0.819389886556476	0.582	-0.00114441016134551
"uu"	"Gender"	"Nose"	"2015"	1	0.232081694562567	0.00586420922504543	0.940133945661151	0.461	-0.000418819072616843
"uu"	"Gender"	"Nose"	"2016"	1	0.2880529448923	0.00732038696029456	1.17778894558584	0.193	0.00119179233612783
"uu"	"Gender"	"Right_Arm"	"2015"	1	0.323326847845415	0.0081465503194085	1.48878136467344	0.011	0.00283369944877784
"uu"	"Gender"	"Right_Arm"	"2016"	1	0.229868560546091	0.0111130918402538	1.0135051058458	0.347	0.000151719739939897
"uu"	"Gender"	"Right_Hand"	"2015"	1	0.376227583163207	0.00937381945804273	1.74019386861732	0.007	0.00428501237633377
"uu"	"Gender"	"Right_Hand"	"2016"	1	0.220881227415767	0.00734401983368158	0.977066133740749	0.442	-0.000180614239701327
"wu"	"Age_grp2"	"Feces"	"2015"	3	1.15930661692224	0.0562342803002105	3.14619709007739	0.001	0.0391549892303031
"wu"	"Age_grp2"	"Feces"	"2016"	3	1.06771463579372	0.048362776985539	3.05760420990724	0.001	0.0328039558077304
"wu"	"Age_grp2"	"Mouth"	"2015"	3	0.793969694107792	0.0568900841695542	3.51473023965599	0.002	0.0422539130989856
"wu"	"Age_grp2"	"Mouth"	"2016"	3	0.993778353350583	0.0855769329242279	4.86013523113747	0.001	0.0682885834956006
"wu"	"Age_grp2"	"Nose"	"2015"	3	4.12062615785363	0.264336411978062	17.3959145807913	0.001	0.255935903011118
"wu"	"Age_grp2"	"Nose"	"2016"	3	3.30435894952443	0.232954767329169	14.9566948668362	0.001	0.219364311008416
"wu"	"Age_grp2"	"Right_Arm"	"2015"	3	0.597088684791114	0.0543736067455343	3.76281684397741	0.001	0.0459732750904318
"wu"	"Age_grp2"	"Right_Arm"	"2016"	3	0.31104399116513	0.0533684878014692	1.68603137801332	0.006	0.0226019900110185
"wu"	"Age_grp2"	"Right_Hand"	"2015"	3	0.600232473915931	0.0433924237488248	2.79006698789723	0.001	0.0302767935905479
"wu"	"Age_grp2"	"Right_Hand"	"2016"	3	0.566927111179172	0.0468253544597075	2.11211236920213	0.001	0.025597904480405
"wu"	"Expo"	"Feces"	"2015"	1	0.539587729603024	0.0261736862277271	4.39309839158546	0.004	0.0210238134430807
"wu"	"Expo"	"Feces"	"2016"	1	0.284776895266603	0.0128991408515952	2.4465386293151	0.042	0.0078853416375333
"wu"	"Expo"	"Mouth"	"2015"	1	0.652481302662759	0.0467520567888391	8.66517619865571	0.001	0.0429024634892078
"wu"	"Expo"	"Mouth"	"2016"	1	0.252375573232104	0.0217327409370309	3.70277560627592	0.011	0.0168184749521549
"wu"	"Expo"	"Nose"	"2015"	1	0.325220950015456	0.0208627853471574	4.11892439373795	0.011	0.0213451091751372
"wu"	"Expo"	"Nose"	"2016"	1	0.269223138364682	0.0189800244208939	3.65579683665308	0.004	0.0175120034449696
"wu"	"Expo"	"Right_Arm"	"2015"	1	1.3478390080227	0.122740339995148	25.482000169532	0.001	0.124601745444407
"wu"	"Expo"	"Right_Arm"	"2016"	1	0.368837665117558	0.0632846445861691	5.9979156753865	0.001	0.0531704946803966
"wu"	"Expo"	"Right_Hand"	"2015"	1	1.17526455154734	0.0849630429106996	16.3889841177304	0.001	0.0821232058553773
"wu"	"Expo"	"Right_Hand"	"2016"	1	0.570222666054702	0.0470975508711071	6.37317031991217	0.001	0.0405910828223468
"wu"	"Gender"	"Feces"	"2015"	1	0.227772464767099	0.0110485185208272	1.85442847144053	0.116	0.00537868839831644
"wu"	"Gender"	"Feces"	"2016"	1	0.267328282844645	0.0121087954512599	2.29663635484053	0.045	0.00707397790066589
"wu"	"Gender"	"Mouth"	"2015"	1	0.0588266647472935	0.00421509024050144	0.781238348339328	0.56	-0.0012809466295968
"wu"	"Gender"	"Mouth"	"2016"	1	-0.00255627900210875	-0.000220128075804344	-0.0375049273217047	0.999	-0.00660989064197348
"wu"	"Gender"	"Nose"	"2015"	1	0.112355956377206	0.00720758671992325	1.42298855434078	0.21	0.00294923818422957
"wu"	"Gender"	"Nose"	"2016"	1	0.136235318605243	0.00960448529729712	1.84994740727979	0.103	0.00567199002726175
"wu"	"Gender"	"Right_Arm"	"2015"	1	0.173040682320558	0.0157578702312346	3.27147579939616	0.004	0.0130341227041129
"wu"	"Gender"	"Right_Arm"	"2016"	1	0.0563176053335619	0.00966289502006974	0.91581820344389	0.54	-0.000946758386269335
"wu"	"Gender"	"Right_Hand"	"2015"	1	0.153809852454684	0.0111193289008763	2.14486791566327	0.045	0.00661219665038482
"wu"	"Gender"	"Right_Hand"	"2016"	1	0.179027977926895	0.0147868189037482	2.00093027387326	0.026	0.00781971093281628
