"Index"	"Age_grp2"	"Variable"	"Body_Site"	"Year"	"Df"	"SumOfSqs"	"R2"	"F"	"Pr(>F)"	"Omega2_partial"	"p.disp"
"wu"	"Age_0-3"	"Expo"	"Feces"	"2016"	1	0.107997849931489	0.0367115571666373	0.666406767306417	0.667	-0.0169625919284936	0.469
"wu"	"Age_0-3"	"Expo"	"Mouth"	"2015"	1	0.127660079798206	0.0345508724595558	1.05805561775021	0.313	0.00181095255565237	0.625
"wu"	"Age_0-3"	"Expo"	"Mouth"	"2016"	1	0.246664379093721	0.139546468459119	3.63952981737881	0.057	0.102947668548497	0.654
"wu"	"Age_0-3"	"Expo"	"Nose"	"2015"	1	0.355286193194347	0.152452774038956	4.69543666988565	0.002	0.124444597699189	0.236
"wu"	"Age_0-3"	"Expo"	"Nose"	"2016"	1	0.145567773878415	0.0723161096410543	1.96509643156658	0.117	0.0357905796486156	0.088
"wu"	"Age_0-3"	"Expo"	"Right_Arm"	"2015"	1	0.219180962172503	0.109559793066433	3.81920088783005	0.001	0.0787064149381373	0.001
"wu"	"Age_0-3"	"Expo"	"Right_Arm"	"2016"	1	0.125992681150031	0.0995842335465741	1.78016913227773	0.048	0.0415421781764918	0.465
"wu"	"Age_0-3"	"Expo"	"Right_Hand"	"2015"	1	0.35745405177202	0.127291434868564	4.69720004294118	0.001	0.098076250722326	0.796
"wu"	"Age_0-3"	"Expo"	"Right_Hand"	"2016"	1	0.149628165013315	0.0834691994658329	1.67288709744618	0.094	0.032549256147648	0.256
"wu"	"Age_0-3"	"Gender"	"Feces"	"2015"	1	0.21589527685177	0.0530424666002586	1.27450007160097	0.249	0.0108607517784065	NA
"wu"	"Age_0-3"	"Gender"	"Feces"	"2016"	1	0.0718558720479634	0.0244258654789963	0.443390673368441	0.887	-0.0286271739318567	NA
"wu"	"Age_0-3"	"Gender"	"Mouth"	"2015"	1	0.0787015280353018	0.021300366268125	0.652283736583147	0.515	-0.0109855031728712	NA
"wu"	"Age_0-3"	"Gender"	"Mouth"	"2016"	1	0.160040412268108	0.0905403302447263	2.36139427417715	0.108	0.0558832659106141	NA
"wu"	"Age_0-3"	"Gender"	"Nose"	"2015"	1	0.240618661912578	0.103249107893275	3.17999885794918	0.016	0.0773597922745919	NA
"wu"	"Age_0-3"	"Gender"	"Nose"	"2016"	1	0.161463369131303	0.0802128272900978	2.17967948574701	0.089	0.0434029947397149	NA
"wu"	"Age_0-3"	"Gender"	"Right_Arm"	"2015"	1	0.0621854532034156	0.0310840198764456	1.08357375444716	0.317	0.00252614046679044	NA
"wu"	"Age_0-3"	"Gender"	"Right_Arm"	"2016"	1	0.0685089161714467	0.0541492398270021	0.967972557937605	0.458	-0.00178247389676952	NA
"wu"	"Age_0-3"	"Gender"	"Right_Hand"	"2015"	1	0.105624839645786	0.0376136102797604	1.38798538961946	0.186	0.0112825856247042	NA
"wu"	"Age_0-3"	"Gender"	"Right_Hand"	"2016"	1	0.122454882913909	0.0683107424768373	1.3690817743286	0.191	0.0181197060534047	NA
"wu"	"Age_3-8"	"Expo"	"Feces"	"2015"	1	0.202874920916813	0.0551523492410191	2.04724942338736	0.101	0.0275249706419939	0.076
"wu"	"Age_3-8"	"Expo"	"Feces"	"2016"	1	0.111976314063364	0.029893527044607	1.19701173671185	0.279	0.00478218512475965	0.458
"wu"	"Age_3-8"	"Expo"	"Mouth"	"2015"	1	0.248769345857107	0.112096751450396	4.17235239536592	0.007	0.0831060229798946	0.192
"wu"	"Age_3-8"	"Expo"	"Mouth"	"2016"	1	0.37421726989917	0.133479003786179	5.16091701164446	0.002	0.103606125588169	0.05
"wu"	"Age_3-8"	"Expo"	"Nose"	"2015"	1	0.152410855591021	0.0590953858257671	1.79254631753006	0.125	0.0257382520223365	0.156
"wu"	"Age_3-8"	"Expo"	"Nose"	"2016"	1	0.229553921410786	0.0691856867898623	2.19380185055175	0.062	0.0359646013411359	0.352
"wu"	"Age_3-8"	"Expo"	"Right_Arm"	"2015"	1	0.621170106788749	0.259306056822031	12.7402607090023	0.001	0.251180899098859	0.116
"wu"	"Age_3-8"	"Expo"	"Right_Arm"	"2016"	1	0.137832522603947	0.135978324929319	3.05029638323265	0.001	0.0889488078220149	0.484
"wu"	"Age_3-8"	"Expo"	"Right_Hand"	"2015"	1	0.330012508537291	0.115816756113211	4.56212533649055	0.001	0.094832901615129	0.032
"wu"	"Age_3-8"	"Expo"	"Right_Hand"	"2016"	1	0.212606562411124	0.0774746199054177	2.4950405719203	0.01	0.0446346846098056	0.961
"wu"	"Age_3-8"	"Gender"	"Feces"	"2015"	1	0.0766949358194813	0.0208498214871419	0.773943188362574	0.506	-0.00614720076331014	NA
"wu"	"Age_3-8"	"Gender"	"Feces"	"2016"	1	0.0796868216149456	0.0212734289119142	0.85184140532057	0.419	-0.00362672989962538	NA
"wu"	"Age_3-8"	"Gender"	"Mouth"	"2015"	1	0.0405929406502799	0.0182913886075369	0.680823646392618	0.561	-0.00920325182763016	NA
"wu"	"Age_3-8"	"Gender"	"Mouth"	"2016"	1	0.0356115174815481	0.0127022194299902	0.49112668271701	0.704	-0.0143380434730125	NA
"wu"	"Age_3-8"	"Gender"	"Nose"	"2015"	1	0.0968901895921013	0.0375679482571862	1.139552375614	0.288	0.00463020730616134	NA
"wu"	"Age_3-8"	"Gender"	"Nose"	"2016"	1	0.0468869853939333	0.0141313564414374	0.448089732869058	0.815	-0.017549882101554	NA
"wu"	"Age_3-8"	"Gender"	"Right_Arm"	"2015"	1	0.119525213400188	0.0498955301275549	2.45147402197093	0.029	0.0398193505452224	NA
"wu"	"Age_3-8"	"Gender"	"Right_Arm"	"2016"	1	0.0502187521254915	0.0495431822987578	1.1113638137423	0.329	0.00527506487618791	NA
"wu"	"Age_3-8"	"Gender"	"Right_Hand"	"2015"	1	0.175068284015284	0.0614396128280858	2.42016115589691	0.037	0.0400947118689345	NA
"wu"	"Age_3-8"	"Gender"	"Right_Hand"	"2016"	1	0.0610744482152183	0.0222557554562088	0.716738112297528	0.724	-0.00893099052933954	NA
"wu"	"Age_8-18"	"Expo"	"Feces"	"2015"	1	0.463840586760416	0.115427644061894	4.45489994720045	0.006	0.0875658017590688	0.415
"wu"	"Age_8-18"	"Expo"	"Feces"	"2016"	1	0.186162127280615	0.0338347705570361	1.51125093004316	0.165	0.0112335064318276	0.701
"wu"	"Age_8-18"	"Expo"	"Mouth"	"2015"	1	0.231117308823021	0.107085893823695	4.50217690515759	0.002	0.0805057850965242	0.185
"wu"	"Age_8-18"	"Expo"	"Mouth"	"2016"	1	0.106736086332727	0.0463522483522347	1.63947979049605	0.173	0.0179430169647587	0.492
"wu"	"Age_8-18"	"Expo"	"Nose"	"2015"	1	0.109694053014658	0.034631085578793	1.02084840964932	0.366	0.000672077351786357	0.762
"wu"	"Age_8-18"	"Expo"	"Nose"	"2016"	1	0.0892585878720458	0.03221125232071	1.09535583672245	0.313	0.00288124524760791	0.214
"wu"	"Age_8-18"	"Expo"	"Right_Arm"	"2015"	1	0.471093994375477	0.182003729609006	8.52961747861273	0.001	0.161824186112721	0.032
"wu"	"Age_8-18"	"Expo"	"Right_Arm"	"2016"	1	0.143416360968408	0.102773167313215	2.13054852818386	0.012	0.0535030373999018	0.014
"wu"	"Age_8-18"	"Expo"	"Right_Hand"	"2015"	1	0.398859401182121	0.13697945305135	5.87401179411031	0.001	0.111091090028029	0.332
"wu"	"Age_8-18"	"Expo"	"Right_Hand"	"2016"	1	0.249477912459734	0.0883471873064905	2.99648245551401	0.002	0.0587261478632827	0.399
"wu"	"Age_8-18"	"Gender"	"Feces"	"2015"	1	0.119815268791048	0.0298162657472162	1.15075103353719	0.279	0.00417006643644385	NA
"wu"	"Age_8-18"	"Gender"	"Feces"	"2016"	1	0.137176498670946	0.0249316841515934	1.11358907541941	0.301	0.00251784612457937	NA
"wu"	"Age_8-18"	"Gender"	"Mouth"	"2015"	1	0.0275715060532982	0.0127749816092041	0.537094337181931	0.775	-0.0117081356275273	NA
"wu"	"Age_8-18"	"Gender"	"Mouth"	"2016"	1	0.0930375303625737	0.0404033805399357	1.42906823763064	0.193	0.0121106272045537	NA
"wu"	"Age_8-18"	"Gender"	"Nose"	"2015"	1	0.0457566611093205	0.0144456586581313	0.425826318205885	0.839	-0.0188712600863874	NA
"wu"	"Age_8-18"	"Gender"	"Nose"	"2016"	1	0.223599912485796	0.0806917672761472	2.74395411210232	0.04	0.0501944627970495	NA
"wu"	"Age_8-18"	"Gender"	"Right_Arm"	"2015"	1	0.124423424003403	0.0480700825943723	2.25280777254483	0.023	0.0311234878228626	NA
"wu"	"Age_8-18"	"Gender"	"Right_Arm"	"2016"	1	0.105742738335801	0.0757759858482026	1.57088099297889	0.067	0.0277518980919552	NA
"wu"	"Age_8-18"	"Gender"	"Right_Hand"	"2015"	1	0.0662609426981602	0.0227558574840173	0.975826463521521	0.406	-0.000620218701484207	NA
"wu"	"Age_8-18"	"Gender"	"Right_Hand"	"2016"	1	0.12281143132442	0.0434910025485641	1.47508970101545	0.118	0.0146293576211615	NA
