Factors	Sum Sq	Df	F value	Pr(>F)	Eta2_partial	CI	CI_low	CI_high	Year	Body_Site	Indice
Age_num	0.0185965962648476	1	7.39890825889118	0.0114783443866773	0.221531440535081	0.95	0.0129655111435089	0.46885173541156	2016	Right_Arm	pielou_e
Age_num:Gender	0.000237668008114283	1	0.0945594431941815	0.760908615162419	0.00362372253879319	0.95	0	0.152110340773257	2016	Right_Arm	pielou_e
Age_num:Urban	0.00377113796298298	1	1.50039842895742	0.2315920658726	0.0545591524004077	0.95	0	0.28270703307733	2016	Right_Arm	pielou_e
Gender	2.78615737968751e-05	1	0.0110851053351668	0.916957080033052	0.000426168508167817	0.95	0	0.0848353291463408	2016	Right_Arm	pielou_e
Residuals	0.0653490333935427	26	NA	NA	NA	NA	NA	NA	2016	Right_Arm	pielou_e
Urban	0.000161786681851267	1	0.0643690275080426	0.801714786625239	0.00246961771605168	0.95	0	0.140048704327105	2016	Right_Arm	pielou_e
Urban:Gender	0.00760405173491077	1	3.02537520206406	0.0937994364643051	0.104232079034379	0.95	0	0.34970475234283	2016	Right_Arm	pielou_e
(Intercept)	499.455050803258	1	935.389185858694	2.38228731871166e-35	NA	NA	NA	NA	2015	Right_Arm	shannon
Age_num	2.51516451290029	1	4.71044928315126	0.0344811140410682	0.0816221211524426	0.95	0	0.246451123876444	2015	Right_Arm	shannon
Age_num:Gender	0.0154155095145754	1	0.0288704676651987	0.865725387367044	0.000544429240347533	0.95	0	0.0596575940517908	2015	Right_Arm	shannon
Age_num:Urban	2.54453118932249	1	4.76544776901252	0.0334870167441564	0.0824965087792305	0.95	0	0.247617723821855	2015	Right_Arm	shannon
Gender	0.0778054689643355	1	0.145715603742232	0.7041899910815	0.00274181280817999	0.95	0	0.0891716004273562	2015	Right_Arm	shannon
Residuals	28.2995763611186	53	NA	NA	NA	NA	NA	NA	2015	Right_Arm	shannon
Urban	0.124338731823752	1	0.232864008371267	0.631395464448948	0.00437444072771752	0.95	0	0.0987750972918551	2015	Right_Arm	shannon
Urban:Gender	0.884879448297848	1	1.65721953436098	0.203572653880863	0.0303202312243335	0.95	0	0.16672581122809	2015	Right_Arm	shannon
(Intercept)	167.634616309642	1	456.198142589493	5.177930597903e-18	NA	NA	NA	NA	2016	Right_Arm	shannon
Age_num	1.84057801001825	1	5.00891932672438	0.0340000342998963	0.161531566900094	0.95	0	0.412175000052037	2016	Right_Arm	shannon
Age_num:Gender	0.192487321720515	1	0.523831894474138	0.475673747876711	0.0197494802620609	0.95	0	0.216507795013131	2016	Right_Arm	shannon
Age_num:Urban	0.0921593357120223	1	0.250800930617144	0.620725003335229	0.0095540296572295	0.95	0	0.1852713126931	2016	Right_Arm	shannon
Gender	0.325676891932117	1	0.88629184385949	0.355149715693501	0.0329644507694321	0.95	0	0.245399183116855	2016	Right_Arm	shannon
Residuals	9.55396266918312	26	NA	NA	NA	NA	NA	NA	2016	Right_Arm	shannon
Urban	0.141640362749881	1	0.385457799973984	0.540101691559111	0.0146087213227873	0.95	0	0.202470906811967	2016	Right_Arm	shannon
Urban:Gender	1.35286550106663	1	3.68166636668886	0.0660553239526833	0.124038398693839	0.95	0	0.372551752682492	2016	Right_Arm	shannon
(Intercept)	1352801.84015844	1	129.442626506831	7.63069374221467e-16	NA	NA	NA	NA	2015	Right_Arm	observed_otus
Age_num	38842.1543901765	1	3.71660529590898	0.0592395970003324	0.0655294031883298	0.95	0	0.224137698919211	2015	Right_Arm	observed_otus
Age_num:Gender	12097.385842754	1	1.15753641876273	0.286850375099312	0.0213735058000479	0.95	0	0.148570398616742	2015	Right_Arm	observed_otus
Age_num:Urban	69408.886131828	1	6.64137810661544	0.0127830463028268	0.111355208706668	0.95	0.00509147038339848	0.284069011542348	2015	Right_Arm	observed_otus
Gender	18922.3332463854	1	1.81058041343497	0.184167154681985	0.0330334106987703	0.95	0	0.171810023945774	2015	Right_Arm	observed_otus
Residuals	553901.751403459	53	NA	NA	NA	NA	NA	NA	2015	Right_Arm	observed_otus
Urban	342.174070429173	1	0.0327408708977643	0.857101401721121	0.000617370898808875	0.95	0	0.0623682515608004	2015	Right_Arm	observed_otus
Urban:Gender	19612.8142536425	1	1.87664897756552	0.176491342204989	0.0341975869979365	0.95	0	0.173943562689777	2015	Right_Arm	observed_otus
(Intercept)	480951.623918381	1	26.7498177214646	2.13544670658828e-05	NA	NA	NA	NA	2016	Right_Arm	observed_otus
Age_num	7221.88866275363	1	0.401670762143336	0.531764171533959	0.0152138387665708	0.95	0	0.204271681095075	2016	Right_Arm	observed_otus
Age_num:Gender	8936.51776534831	1	0.497035895918433	0.487073680555216	0.0187581697013512	0.95	0	0.213981541425658	2016	Right_Arm	observed_otus
Age_num:Urban	725.387529712287	1	0.0403449811420537	0.842370603578764	0.0015493259083653	0.95	0	0.125589533417883	2016	Right_Arm	observed_otus
Gender	23839.5625374262	1	1.32592119606572	0.260011374142049	0.0485224701686038	0.95	0	0.273054015418201	2016	Right_Arm	observed_otus
Residuals	467470.184361064	26	NA	NA	NA	NA	NA	NA	2016	Right_Arm	observed_otus
Urban	13375.4634747533	1	0.743923488551266	0.39629305525995	0.0278165426576146	0.95	0	0.234979775899132	2016	Right_Arm	observed_otus
Urban:Gender	16681.8341340877	1	0.927818932621546	0.344304185541615	0.0344557773113048	0.95	0	0.24827302812266	2016	Right_Arm	observed_otus
(Intercept)	25852.7889283479	1	201.656386086261	1.05168894105968e-19	NA	NA	NA	NA	2015	Right_Hand	faith_pd
Age_num	883.959961988622	1	6.8950460963271	0.0112730188867307	0.115118804403924	0.95	0.0061760861859392	0.288573574290924	2015	Right_Hand	faith_pd
Age_num:Gender	0.355132009401132	1	0.00277009330783874	0.958223257276043	5.22631798859226e-05	0.95	0	0.0190252205423625	2015	Right_Hand	faith_pd
Age_num:Urban	809.751311973369	1	6.31620532909339	0.0150397608656997	0.106483637886988	0.95	0.00375361254428818	0.27816210917024	2015	Right_Hand	faith_pd
Gender	0.351442977284023	1	0.0027413181963042	0.958440604469588	5.17203097071336e-05	0.95	0	0.018835460473942	2015	Right_Hand	faith_pd
Residuals	6794.71570325734	53	NA	NA	NA	NA	NA	NA	2015	Right_Hand	faith_pd
Urban	478.219303128921	1	3.7301962543749	0.0587923878710697	0.0657532760445409	0.95	0	0.224460355117215	2015	Right_Hand	faith_pd
Urban:Gender	131.959562079272	1	1.02930822945964	0.314930495052134	0.0190509237151108	0.95	0	0.143394490940299	2015	Right_Hand	faith_pd
(Intercept)	8806.33476443966	1	44.9649167228889	9.19484269956327e-08	NA	NA	NA	NA	2016	Right_Hand	faith_pd
Age_num	380.330117840665	1	1.94195570953862	0.172243035440474	0.0525677558818901	0.95	0	0.245057195504265	2016	Right_Hand	faith_pd
Age_num:Gender	15.346871639691	1	0.0783607282364629	0.781179130578476	0.00223387657261265	0.95	0	0.125736628064492	2016	Right_Hand	faith_pd
Age_num:Urban	0.615832892670369	1	0.00314442676491879	0.955600807198166	8.98326940740338e-05	0.95	0	0.0322699760473157	2016	Right_Hand	faith_pd
Gender	30.8632301634507	1	0.157586852103642	0.693798434744515	0.00448230001582753	0.95	0	0.131139787191698	2016	Right_Hand	faith_pd
Residuals	6854.71561428449	35	NA	NA	NA	NA	NA	NA	2016	Right_Hand	faith_pd
Urban	488.126565672482	1	2.49236157411618	0.123396479300252	0.0664765160015113	0.95	0	0.265868402310069	2016	Right_Hand	faith_pd
Urban:Gender	8.95217840029454	1	0.0457095905419287	0.831945202330187	0.00130428492035056	0.95	0	0.0995797048720479	2016	Right_Hand	faith_pd
(Intercept)	7.20382473505334	1	3419.47801241328	8.07857765927486e-50	NA	NA	NA	NA	2015	Right_Hand	pielou_e
Age_num	0.0081373282080555	1	3.86258909823826	0.0546240849102859	0.0679284773960096	0.95	0	0.227575448292902	2015	Right_Hand	pielou_e
Age_num:Gender	6.17726496616733e-05	1	0.0293219539696417	0.864689873976892	0.000552938504382419	0.95	0	0.0612024021599626	2015	Right_Hand	pielou_e
Age_num:Urban	0.0165508656573035	1	7.85628791413624	0.00705919653439043	0.129095746444819	0.95	0.0106159756440978	0.304893856650422	2015	Right_Hand	pielou_e
Gender	9.64380359530781e-05	1	0.0457767582680411	0.831403117617064	0.000862967064779687	0.95	0	0.0681614458606076	2015	Right_Hand	pielou_e
Residuals	0.111655261291875	53	NA	NA	NA	NA	NA	NA	2015	Right_Hand	pielou_e
Urban	0.00303495704250312	1	1.44061929005015	0.235376650612611	0.0264622134875943	0.95	0	0.159190851523913	2015	Right_Hand	pielou_e
Urban:Gender	6.4401333272554e-05	1	0.0305697252771889	0.861870004851285	0.000576454777603826	0.95	0	0.0611862424363977	2015	Right_Hand	pielou_e
(Intercept)	3.30541029440451	1	666.480034761411	2.25541699265826e-24	NA	NA	NA	NA	2016	Right_Hand	pielou_e
Age_num	0.00176203834433372	1	0.355285205885173	0.55497200405541	0.010048998440155	0.95	0	0.155822138590667	2016	Right_Hand	pielou_e
Age_num:Gender	0.00156422965969508	1	0.315400432960842	0.577963759400068	0.0089309601220455	0.95	0	0.15181857947621	2016	Right_Hand	pielou_e
Age_num:Urban	0.000397479389454308	1	0.0801449906987046	0.778768749604052	0.00228462541189481	0.95	0	0.113496882933414	2016	Right_Hand	pielou_e
Gender	0.00228725129074658	1	0.46118550618222	0.501536954012194	0.0130053606386571	0.95	0	0.16525724571103	2016	Right_Hand	pielou_e
Residuals	0.173582634542943	35	NA	NA	NA	NA	NA	NA	2016	Right_Hand	pielou_e
Urban	0.00227403715538216	1	0.458521099463353	0.502767392357749	0.0129311963738469	0.95	0	0.165036518325346	2016	Right_Hand	pielou_e
Urban:Gender	0.000520150325119706	1	0.104879508408924	0.747978147293709	0.00298760485372984	0.95	0	0.12034163027397	2016	Right_Hand	pielou_e
(Intercept)	496.204525668273	1	1715.56289700013	4.7367890449597e-42	NA	NA	NA	NA	2015	Right_Hand	shannon
Age_num	2.15958496012831	1	7.46648536815738	0.00852180368630507	0.123481385145784	0.95	0.0087527845784015	0.298411959299997	2015	Right_Hand	shannon
Age_num:Gender	0.00152359346709474	1	0.00526762713165366	0.942414809219278	9.93793139336464e-05	0.95	0	0.0305782551520177	2015	Right_Hand	shannon
Age_num:Urban	3.25272302354218	1	11.2458686786295	0.00147920640993518	0.175044231013259	0.95	0.0299050124301801	0.354916515981638	2015	Right_Hand	shannon
Gender	0.0286073973654144	1	0.0989063721934979	0.754380722506973	0.0018626819072359	0.95	0	0.081837440224691	2015	Right_Hand	shannon
Residuals	15.329569033234	53	NA	NA	NA	NA	NA	NA	2015	Right_Hand	shannon
Urban	4.77483871819118e-06	1	1.65083866033998e-05	0.996773417885625	3.11478895497844e-07	0.95	0	0	2015	Right_Hand	shannon
Urban:Gender	0.0984121739818313	1	0.34024734874994	0.562160533877699	0.00637881085412541	0.95	0	0.107568657002413	2015	Right_Hand	shannon
(Intercept)	221.624881542643	1	357.800623250825	5.87633558160142e-20	NA	NA	NA	NA	2016	Right_Hand	shannon
Age_num	0.610730145961092	1	0.985988691079798	0.327540390542336	0.0273992386187851	0.95	0	0.200087392192687	2016	Right_Hand	shannon
Age_num:Gender	0.105203646685506	1	0.169845236195156	0.68276272134356	0.00482928585708872	0.95	0	0.133207339070758	2016	Right_Hand	shannon
Age_num:Urban	0.0954420026752132	1	0.154085623436317	0.69704163138773	0.00438314980189934	0.95	0	0.130525370541131	2016	Right_Hand	shannon
Gender	0.138963752440766	1	0.224348985034934	0.63868729303787	0.00636914496646193	0.95	0	0.141191627914948	2016	Right_Hand	shannon
Residuals	21.6793106270103	35	NA	NA	NA	NA	NA	NA	2016	Right_Hand	shannon
Urban	1.29818416619121	1	2.0958436639624	0.156599085858497	0.0564980724780888	0.95	0	0.251196956529959	2016	Right_Hand	shannon
Urban:Gender	0.177992681457322	1	0.287358945964113	0.595308690666697	0.00814339623444614	0.95	0	0.148801257188883	2016	Right_Hand	shannon
(Intercept)	1282500.06069569	1	143.628455480206	1.03459430450224e-16	NA	NA	NA	NA	2015	Right_Hand	observed_otus
Age_num	69726.2370637797	1	7.80871053564315	0.00722254265554763	0.128414341742472	0.95	0.0103840762277911	0.304112138364507	2015	Right_Hand	observed_otus
Age_num:Gender	451.89768710616	1	0.0506084707699177	0.822872978861858	0.000953965887079357	0.95	0	0.0699064431907582	2015	Right_Hand	observed_otus
Age_num:Urban	72754.8331314077	1	8.14788601703133	0.0061395898333365	0.133248858591153	0.95	0.0120643859840283	0.30962932435583	2015	Right_Hand	observed_otus
Gender	859.286368124012	1	0.0962323337449982	0.757615293172965	0.00181241360291092	0.95	0	0.0813351997024555	2015	Right_Hand	observed_otus
Residuals	473252.343970508	53	NA	NA	NA	NA	NA	NA	2015	Right_Hand	observed_otus
Urban	17345.1538093669	1	1.94250100101719	0.169214069013657	0.0353551615894083	0.95	0	0.176038563570791	2015	Right_Hand	observed_otus
Urban:Gender	8117.87865334947	1	0.909129292456993	0.3446741163498	0.0168641064025532	0.95	0	0.138280845743926	2015	Right_Hand	observed_otus
(Intercept)	578560.812830419	1	33.1629553637406	1.60582244886931e-06	NA	NA	NA	NA	2016	Right_Hand	observed_otus
Age_num	10969.9489417112	1	0.628794621116371	0.433140532209834	0.0176484954880763	0.95	0	0.177936844155908	2016	Right_Hand	observed_otus
Age_num:Gender	427.85902603087	1	0.0245247681273467	0.876456925838359	0.000700217013355868	0.95	0	0.0843054807049759	2016	Right_Hand	observed_otus
Age_num:Urban	326.049066778854	1	0.0186890477339428	0.892045049709683	0.000533687817624119	0.95	0	0.077599138180195	2016	Right_Hand	observed_otus
Gender	164.15738167183	1	0.00940945843597447	0.923277867901856	0.000268769413181494	0.95	0	0.0579442508484976	2016	Right_Hand	observed_otus
Residuals	610609.887658113	35	NA	NA	NA	NA	NA	NA	2016	Right_Hand	observed_otus
Urban	39259.5707044129	1	2.25034838516047	0.142551875025769	0.0604114721798669	0.95	0	0.257146047922638	2016	Right_Hand	observed_otus
Urban:Gender	1550.05962888408	1	0.0888490149070743	0.767407897604286	0.00253211539852242	0.95	0	0.116100707845454	2016	Right_Hand	observed_otus
