gene_by_taxon	geneID	taxon	term	Estimate	Std.Error	t.value	p.value	fdr
K00179 msi	K00179	msi	MediumUrban	-2.3655025609040727	0.7047233865793273	-3.3566397908064878	0.0011815744000465002	0.006090763175464099
K00180 msi	K00180	msi	MediumUrban	-2.300918152186892	0.5693377058929628	-4.041394287381823	1.1620892113778174e-4	0.0016086827978433623
K00186 msi	K00186	msi	MediumUrban	-2.538815891446473	0.65984737418932	-3.8475805023330274	2.30040940301535e-4	0.0022447847494178478
K00187 msi	K00187	msi	MediumUrban	-1.752656679399617	0.7302153598567609	-2.4001914719287996	0.018569836609302975	0.04356136055837476
K00196 msi	K00196	msi	MediumUrban	-2.1271048792010614	0.5592726965391098	-3.8033411828684067	2.6808578971628764e-4	0.002390682641627269
K00200 msi	K00200	msi	MediumUrban	-2.004373195773926	0.730886170964358	-2.742387632166145	0.007436362556788645	0.02137519734866426
K00201 msi	K00201	msi	MediumUrban	-2.2803103162699045	0.6912823369726534	-3.2986671209568486	0.0014200727166734227	0.006775083941287887
K00202 msi	K00202	msi	MediumUrban	-2.527801024509859	0.6449175931549709	-3.919572130361219	1.7891888108363611e-4	0.0019795390624834344
K00203 msi	K00203	msi	MediumUrban	-2.022226205668441	0.6419730844407674	-3.150017118599346	0.002253867224964136	0.009240336098453362
K00204 msi	K00204	msi	MediumUrban	-1.8822446540396636	0.5788822663126336	-3.2515154869559098	0.0016466225565036857	0.00751074388320934
K00205 msi	K00205	msi	MediumUrban	-1.889315211058257	0.739329542251741	-2.5554439571074883	0.012384874722665936	0.03147106372963457
K00208 sutt	K00208	sutt	MediumUrban	2.2146090358859642	0.608650396544576	3.6385567946044572	4.695880478019769e-4	0.003347572280887746
K00215 msi	K00215	msi	MediumUrban	-1.6345015759636738	0.6617365490768703	-2.47001858707037	0.015509699928962277	0.037876153389895646
K00230 sutt	K00230	sutt	MediumUrban	1.793851814899917	0.6613927022322968	2.712234061315472	0.008087225883676432	0.022868984357522073
K00244 sutt	K00244	sutt	MediumUrban	0.8910170384494038	0.2371075126936475	3.7578608468666865	3.1341599700465493e-4	0.0026092429680702215
K00245 sutt	K00245	sutt	MediumUrban	1.83196209255962	0.588810248421252	3.111294508666536	0.002536279671437173	0.0100480564021496
K00254 sutt	K00254	sutt	MediumUrban	2.033909035963439	0.680154485224223	2.9903633367835996	0.0036443502099419802	0.013080459758608094
K00262 msi	K00262	msi	MediumUrban	-2.256609791777756	0.6722958618110496	-3.3565724853620793	0.0011818280500060536	0.006090763175464099
K00286 msi	K00286	msi	MediumUrban	-2.673602151879583	0.5663914649873033	-4.720413913616294	9.178211618268277e-6	4.7507221441514714e-4
K00286 sutt	K00286	sutt	MediumUrban	1.1773908763778984	0.4991886212585762	2.3586092034898734	0.02063771008520242	0.04711254814272959
K00320 msi	K00320	msi	MediumUrban	-3.299120559918162	0.6440080904393365	-5.122793655693878	1.8551710897135716e-6	2.0864070173848718e-4
K00364 sutt	K00364	sutt	MediumUrban	1.9416030597060134	0.623430607701249	3.1143852029742485	0.00251258220976358	0.010004110771650643
K00382 msi	K00382	msi	MediumUrban	-2.1404552699691757	0.7140280820496457	-2.997718610485059	0.0035658480201779985	0.012921060283361404
K00384 msi	K00384	msi	MediumUrban	-1.4536702877071483	0.5744536368515641	-2.530526737848418	0.013231920006241264	0.03333883760302693
K00384 sutt	K00384	sutt	MediumUrban	1.756824223374135	0.5248063601092936	3.347566563424017	0.0012162337070128059	0.006148306701480873
K00399 meye	K00399	meye	MediumUrban	-1.503300020302594	0.5589506179374613	-2.6895041745365638	0.00861170250869302	0.024009910624353727
K00399 mmil	K00399	mmil	MediumUrban	-1.2918658792685533	0.4454448688812833	-2.9001700760702933	0.004746085891810328	0.015501276417558838
K00399 msi	K00399	msi	MediumUrban	-2.2944065358913814	0.7226120561404306	-3.1751567336782607	0.0020865189639954615	0.008761907677730501
K00400 msi	K00400	msi	MediumUrban	-2.8220715226367497	0.7006286189869708	-4.027913570983075	1.2193947383085384e-4	0.001621999369783592
K00401 msi	K00401	msi	MediumUrban	-1.9299002384268371	0.7130487783482335	-2.7065472896502554	0.008215642093575668	0.023149637662489547
K00402 msi	K00402	msi	MediumUrban	-3.189772956119131	0.6264540089292437	-5.091791114197191	2.1030562123997028e-6	2.0864070173848718e-4
K00426 sutt	K00426	sutt	MediumUrban	2.089239268336679	0.6706556434948263	3.115219097314278	0.0025062238414627898	0.010004110771650643
K00440 msi	K00440	msi	MediumUrban	-2.3195498766434044	0.6861554527603437	-3.380501994572887	0.0010948026257224528	0.0057395371376553865
K00441 msi	K00441	msi	MediumUrban	-2.421447914239468	0.6959352403523889	-3.4794155746637583	7.951321815312955e-4	0.004699760612788194
K00442 msi	K00442	msi	MediumUrban	-1.5726178084152	0.6403610823714161	-2.455829768091786	0.016092233870178992	0.03891969127638864
K00443 msi	K00443	msi	MediumUrban	-2.579176348897871	0.6230468019734274	-4.139618951142408	8.160204982069635e-5	0.0013682709903033662
K00525 sutt	K00525	sutt	MediumUrban	2.557346384422871	0.656091165520305	3.8978521870429383	1.9306954517001919e-4	0.0020591226566185595
K00526 sutt	K00526	sutt	MediumUrban	2.125744444114311	0.5866604650086465	3.6234663334318613	4.939448632783503e-4	0.0034288125931946126
K00549 msi	K00549	msi	MediumUrban	-1.6986993856521617	0.6165423696841209	-2.755202998493798	0.007174512353802918	0.020857770347258543
K00549 sutt	K00549	sutt	MediumUrban	1.2026482090362407	0.4949984575209324	2.4295999124106022	0.01722086421105943	0.041208922298022616
K00554 sutt	K00554	sutt	MediumUrban	1.6343408513810518	0.6389791814873471	2.557737245174105	0.01230942617039703	0.031312760375764234
K00555 msi	K00555	msi	MediumUrban	-2.8846048838596325	0.6439354211831426	-4.479649338996709	2.313684218471395e-5	7.016257939458002e-4
K00558 meye	K00558	meye	MediumUrban	-1.9046255810679278	0.654228469489156	-2.911254508008685	0.00459582006608489	0.015177042409636785
K00558 mmil	K00558	mmil	MediumUrban	-1.7590127594967413	0.6227081889081791	-2.8247785894399327	0.005894250713742725	0.018085323388429678
K00567 msi	K00567	msi	MediumUrban	-1.4591955015306832	0.5964986201968828	-2.44626802497725	0.016495761571174643	0.03979372674869993
K00584 msi	K00584	msi	MediumUrban	-3.246815221652847	0.7148320855990077	-4.542066993162616	1.8250300503755204e-5	6.297676159339296e-4
K00600 msi	K00600	msi	MediumUrban	-2.478251546912758	0.6983428457715328	-3.5487605578242483	6.332296402004928e-4	0.004050354146455955
K00600 sutt	K00600	sutt	MediumUrban	1.636621730491778	0.6804462051601569	2.40521839651757	0.01833278377581934	0.04317780691053737
K00602 sutt	K00602	sutt	MediumUrban	1.9587255090720268	0.5843253958358526	3.352114289453658	0.0011987438570677529	0.0061434893474079195
K00604 sutt	K00604	sutt	MediumUrban	3.165413185296243	0.5977426219673776	5.295612306978836	9.16231091639923e-7	1.859325013491377e-4
K00610 msi	K00610	msi	MediumUrban	-1.952587240916105	0.5953190056163207	-3.2799007296846407	0.0015064923480955532	0.007033251531010808
K00615 sutt	K00615	sutt	MediumUrban	1.375782989077062	0.5130063851598686	2.681804805701055	0.008796258313767612	0.02441012942317096
K00620 msi	K00620	msi	MediumUrban	-2.2873006947838377	0.6824019134518076	-3.351838043967283	0.0011997994735592956	0.0061434893474079195
K00641 msi	K00641	msi	MediumUrban	-2.230340522793038	0.7201670032978137	-3.09697682979057	0.002648796970268353	0.0103559697638899
K00648 sutt	K00648	sutt	MediumUrban	2.0988894562760785	0.6504658501978026	3.2267481154280726	0.0017787726621405397	0.007883676464545738
K00655 sutt	K00655	sutt	MediumUrban	1.6618977380327626	0.6714386676760451	2.4751296254427113	0.01530453394460667	0.03745127987883708
K00666 msi	K00666	msi	MediumUrban	-2.497050864145026	0.7149928997474616	-3.4924135121159865	7.620777361423182e-4	0.00458208861049207
K00672 msi	K00672	msi	MediumUrban	-3.002335504308703	0.6894500005947914	-4.354681995385562	3.700517682011799e-5	8.995685188133225e-4
K00677 sutt	K00677	sutt	MediumUrban	1.9691850142229497	0.6587533912347728	2.9892597752428918	0.003656265469251599	0.013080459758608094
K00759 sutt	K00759	sutt	MediumUrban	1.4818120180468943	0.6345554785279196	2.335196949972746	0.02188978603360741	0.049449317406090355
K00761 meye	K00761	meye	MediumUrban	-1.8508483059674727	0.6175153044725008	-2.997250906272712	0.0035707928040536762	0.012921060283361404
K00761 mol	K00761	mol	MediumUrban	-0.9598318201168445	0.38369990576831403	-2.501516955535587	0.014283495964250362	0.035350100125075126
K00761 mru	K00761	mru	MediumUrban	-1.724369001013301	0.682944875596039	-2.5249021738516757	0.013430191310081666	0.03373131382838022
K00761 msi	K00761	msi	MediumUrban	-2.1381468534507726	0.6854119570040627	-3.1195062058686833	0.0024737708290286406	0.009929497984849128
K00762 mmil	K00762	mmil	MediumUrban	-1.0386712931669277	0.4366938498410259	-2.3784884846558882	0.01962489782210777	0.04532190272981436
K00762 msi	K00762	msi	MediumUrban	-2.616043413865614	0.630077015169432	-4.151942303691466	7.803479937394638e-5	0.001327148980781188
K00762 sutt	K00762	sutt	MediumUrban	1.961346819009409	0.5992353834135812	3.2730824535702085	0.0015390939159086849	0.007167226842673817
K00763 sutt	K00763	sutt	MediumUrban	1.8978633717201718	0.6625753355133874	2.8643737096697666	0.005262801414032656	0.01664107591874071
K00764 msi	K00764	msi	MediumUrban	-2.0374637684683763	0.6697850155764444	-3.041966782005195	0.003125696559499787	0.011683333607800618
K00765 msi	K00765	msi	MediumUrban	-1.653446959805183	0.6232578366433551	-2.6529100198884943	0.009521385051684027	0.025703421551088058
K00772 sutt	K00772	sutt	MediumUrban	1.6370176216676997	0.5201986961132816	3.1469083523254597	0.0022754097539711966	0.009292882717333481
K00773 sutt	K00773	sutt	MediumUrban	2.3131397126136335	0.6539786411103462	3.5370263907798423	6.582318176697393e-4	0.004168217973062897
K00784 msi	K00784	msi	MediumUrban	-2.4780405360380535	0.6360418384896687	-3.896033855134995	1.943015630340778e-4	0.0020591226566185595
K00789 msi	K00789	msi	MediumUrban	-2.6688766116811635	0.685763641384579	-3.8918316029304427	1.9717764204495235e-4	0.0020591226566185595
K00790 sutt	K00790	sutt	MediumUrban	1.5494252620042608	0.5800142212124161	2.671357365627112	0.009052437102790571	0.024860268444918513
K00791 sutt	K00791	sutt	MediumUrban	1.7183590631927521	0.6847328572500204	2.509532067869379	0.0139856993806266	0.03479618623330401
K00793 msi	K00793	msi	MediumUrban	-1.6222528308339603	0.6109878670626473	-2.6551310071557013	0.009463781026132614	0.025635111061685728
K00793 sutt	K00793	sutt	MediumUrban	2.4554294355213195	0.6527945176801175	3.7614124644418805	3.0962835887665056e-4	0.0026031171760801607
K00794 sutt	K00794	sutt	MediumUrban	1.804845464674889	0.6591081111446108	2.7383147531602736	0.007521390653408389	0.02155045865916411
K00795 sutt	K00795	sutt	MediumUrban	1.4500034408735993	0.6017743476335281	2.4095467787480875	0.01813083577519341	0.0429120476945681
K00800 msi	K00800	msi	MediumUrban	-1.6509668274943976	0.7019482769310678	-2.351977890326134	0.020985735132750514	0.0478153448335684
K00809 msi	K00809	msi	MediumUrban	-2.112808308143875	0.6421344568880926	-3.29028957328182	0.0014580604761259624	0.00684742010583021
K00812 msi	K00812	msi	MediumUrban	-2.1910696971493446	0.6807377996720342	-3.218669064954169	0.001823982803356718	0.008012736263454511
K00817 msi	K00817	msi	MediumUrban	-2.820672715647884	0.642134941628892	-4.392647919910315	3.2109372861726134e-5	8.310045302583688e-4
K00820 msi	K00820	msi	MediumUrban	-2.092992321080146	0.742800891169586	-2.8177030291180722	0.006014153843955399	0.01827219456947699
K00821 msi	K00821	msi	MediumUrban	-1.946968704827418	0.6948593150297038	-2.801961005220444	0.006288982548701959	0.01900262366555757
K00831 sutt	K00831	sutt	MediumUrban	2.0512684262988676	0.6550207586013234	3.1316082725057064	0.002384258387021089	0.009621896982198666
K00832 sutt	K00832	sutt	MediumUrban	1.5724885573549374	0.5869337007266455	2.679158745541683	0.00886051070875437	0.024524326704662036
K00852 msi	K00852	msi	MediumUrban	-2.18436173335281	0.580854966167409	-3.7605974995197897	3.1049360689070377e-4	0.0026031171760801607
K00854 sutt	K00854	sutt	MediumUrban	1.5600047042350944	0.6585479123980768	2.3688552873159945	0.020110040225452177	0.04617358319845866
K00858 msi	K00858	msi	MediumUrban	-2.848940747331054	0.6790081183333402	-4.19573885850426	6.653193521544761e-5	0.0012572423630792123
K00858 sutt	K00858	sutt	MediumUrban	1.950220140935798	0.6526737408188068	2.9880475020937176	0.003669396042463935	0.013098698616351767
K00864 sutt	K00864	sutt	MediumUrban	2.21380000128146	0.5965982458503872	3.710704844808794	3.6807999562724633e-4	0.0028643854059337954
K00868 meb	K00868	meb	MediumUrban	-2.3924310389857495	0.6461844346026933	-3.7023965773126934	3.78606283411762e-4	0.0029078425001918666
K00869 msi	K00869	msi	MediumUrban	-2.168937254696534	0.6477826895250448	-3.3482482470885446	0.001213596862324352	0.006148306701480873
K00873 meye	K00873	meye	MediumUrban	-1.4977710929657757	0.6250583736209718	-2.3962099480232015	0.018759524957302688	0.043833590700037
K00873 mmil	K00873	mmil	MediumUrban	-1.970535012277862	0.6105819577751739	-3.227306321755817	0.0017756879919675764	0.007883676464545738
K00873 mru	K00873	mru	MediumUrban	-2.9207340403795117	0.5618249092686671	-5.198655296685686	1.3628969707546942e-6	1.8837463489502902e-4
K00878 msi	K00878	msi	MediumUrban	-2.1035248998868274	0.6191840744771524	-3.3972529116855483	0.0010375117828248766	0.005601622573483064
K00878 sutt	K00878	sutt	MediumUrban	2.0307557332768122	0.6239100541195856	3.2548854115557737	0.0016293693861049471	0.007469596673903857
K00891 msi	K00891	msi	MediumUrban	-2.5383784769116433	0.6734590933568985	-3.7691650494448576	3.015115145305975e-4	0.00259169283789658
K00912 sutt	K00912	sutt	MediumUrban	1.8369112292419645	0.6948750953346136	2.6435128292479804	0.00976865031002275	0.02611536788982991
K00927 msi	K00927	msi	MediumUrban	-2.206333087097381	0.6893247468251803	-3.200716494307043	0.001928319320888439	0.00833271924325839
K00928 msi	K00928	msi	MediumUrban	-3.405715372885964	0.6258103759126125	-5.4420883768816495	4.99822066109117e-7	1.7239797266735605e-4
K00930 msi	K00930	msi	MediumUrban	-1.9449965860761589	0.6472587668165994	-3.004975267684977	0.0034899350298225828	0.012705711477075795
K00931 sutt	K00931	sutt	MediumUrban	1.471660393328957	0.5942351681766816	2.4765622637995635	0.015247463313269448	0.03735001044124955
K00937 msi	K00937	msi	MediumUrban	-2.212881041820882	0.679154900133669	-3.258286204495249	0.0016121299219232213	0.007424528711990695
K00937 sutt	K00937	sutt	MediumUrban	1.952406024477418	0.6873093275816221	2.8406511393453453	0.005633208526666439	0.017464413414053113
K00939 msi	K00939	msi	MediumUrban	-1.947662984790283	0.5757217767209	-3.382993424156121	0.001086097022011072	0.005721232321699916
K00939 sutt	K00939	sutt	MediumUrban	2.389363558640188	0.658332899663167	3.6294153913053635	4.842029665272853e-4	0.0033766383249483585
K00941 msi	K00941	msi	MediumUrban	-1.898560244205718	0.5777501515960527	-3.2861267780906442	0.001477289053753259	0.006924065427138798
K00942 sutt	K00942	sutt	MediumUrban	2.3835269055188295	0.6800397408293212	3.5049817862292487	7.313539442210595e-4	0.004471616292362423
K00943 msi	K00943	msi	MediumUrban	-2.607890909939503	0.6272087892773581	-4.1579310662151245	7.63558663743759e-5	0.0013174153466477465
K00943 sutt	K00943	sutt	MediumUrban	1.6030508634004208	0.6512878522552826	2.46135538663798	0.01586308705011311	0.038540826802366646
K00946 msi	K00946	msi	MediumUrban	-2.640399838097213	0.6710428302663625	-3.934770955006162	1.6961285354610614e-4	0.0019230866871108511
K00946 sutt	K00946	sutt	MediumUrban	2.276063230202947	0.6335547092568933	3.59252831199468	5.476787439266032e-4	0.003704611049117165
K00948 msi	K00948	msi	MediumUrban	-2.277424403135476	0.6608668691492682	-3.4461167739687073	8.860978080967077e-4	0.0050473657442063665
K00948 sutt	K00948	sutt	MediumUrban	1.6958925398818852	0.6661223610724184	2.5459174454849354	0.012702776318692417	0.032175862143411324
K00952 msi	K00952	msi	MediumUrban	-1.8900079986943472	0.4910066003840011	-3.849251715183116	2.2870997385935862e-4	0.0022447847494178478
K00963 msi	K00963	msi	MediumUrban	-1.5907912571283152	0.6528581531091026	-2.436656798345091	0.016910469012694815	0.04058853499922012
K00963 sutt	K00963	sutt	MediumUrban	1.9273244187467071	0.6756772052197875	2.8524336826188743	0.005446341620416461	0.017040393427347693
K00970 sutt	K00970	sutt	MediumUrban	1.5171310264186582	0.5680928907048579	2.6705685834869133	0.009072051189576841	0.02486969469344179
