gene_by_taxon	geneID	taxon	term	Estimate	Std.Error	t.value	p.value	fdr
K01961 sutt	K01961	sutt	MediumUrban	1.8055752016409798	0.6456828259921422	2.7963810232470907	0.006389129037322747	0.019141675937728076
K01962 sutt	K01962	sutt	MediumUrban	2.492014083184022	0.5931321091685496	4.201448622765201	6.515841506615064e-5	0.0012526745009858145
K01972 sutt	K01972	sutt	MediumUrban	2.2626554246609807	0.6306050695535526	3.5880704642334473	5.558635685279541e-4	0.003733023612066084
K01990 mmil	K01990	mmil	MediumUrban	-1.376476353408341	0.5146325953900037	-2.6746777521256826	0.008970293196711505	0.024748862226384814
K01990 msi	K01990	msi	MediumUrban	-2.2456103154958758	0.7209203606763936	-3.114921478135203	0.0025084914395728615	0.010004110771650643
K01990 sutt	K01990	sutt	MediumUrban	1.9372588883820794	0.6501542103270013	2.9796913680028565	0.0037610979865772927	0.013242494208585563
K01992 msi	K01992	msi	MediumUrban	-3.0125767420460225	0.7226780016641287	-4.168629368970533	7.344274797497499e-5	0.0012953124661364106
K01992 sutt	K01992	sutt	MediumUrban	1.7737817642665454	0.5719251990431065	3.101422646238139	0.002613371380091117	0.010285020257846198
K02003 sutt	K02003	sutt	MediumUrban	2.4729592415903396	0.637327542548209	3.880201429398101	2.0535124384450318e-4	0.0021040635326375337
K02004 sutt	K02004	sutt	MediumUrban	2.0232044941537977	0.6671665617954681	3.0325328186547327	0.0032150806406654854	0.01188681212022441
K02005 sutt	K02005	sutt	MediumUrban	2.303881795178368	0.6434229141994738	3.580664822987823	5.697175099339495e-4	0.003768048308757594
K02006 msi	K02006	msi	MediumUrban	-2.3058882077402387	0.6999159819062306	-3.2945214387877257	0.0014387536333260401	0.006810481910435987
K02007 msi	K02007	msi	MediumUrban	-3.0396807204101526	0.6792947682002453	-4.474759504572106	2.3569127851654516e-5	7.016257939458002e-4
K02008 msi	K02008	msi	MediumUrban	-1.6769337304574807	0.71045559498545	-2.3603638880369773	0.02054648166258225	0.046949302148376525
K02009 msi	K02009	msi	MediumUrban	-1.8255644496098693	0.5978447666280055	-3.0535760309595266	0.0030188670630840013	0.011397366777670696
K02013 sutt	K02013	sutt	MediumUrban	2.411692439504376	0.6411640050483564	3.761428309317656	3.096115591646969e-4	0.0026031171760801607
K02015 sutt	K02015	sutt	MediumUrban	2.6435312659627628	0.6099987259897984	4.3336668640959966	4.001748431149275e-5	9.341336288790612e-4
K02016 msi	K02016	msi	MediumUrban	-2.224155717939655	0.688645995042224	-3.2297519102006564	0.001762232468561657	0.007857444770871358
K02016 sutt	K02016	sutt	MediumUrban	1.8396090392509237	0.6580845267517372	2.7953993210129333	0.006406898422467653	0.019164353195848596
K02017 sutt	K02017	sutt	MediumUrban	2.098961858783675	0.6873352394524732	3.053767271492866	0.003017135966804152	0.011397366777670696
K02019 msi	K02019	msi	MediumUrban	-1.7868169405294203	0.6398483212197131	-2.7925633017576637	0.0064584865218393515	0.0192422680645212
K02019 sutt	K02019	sutt	MediumUrban	2.7502870965744624	0.6147938815230564	4.473510845230035	2.3680762828933515e-5	7.016257939458002e-4
K02029 msi	K02029	msi	MediumUrban	-2.1335142964324914	0.6235864984818303	-3.4213606318076115	9.599963556290638e-4	0.005325485072105031
K02030 sutt	K02030	sutt	MediumUrban	2.473889426186873	0.6308262209728371	3.921665498259935	1.7760873022176418e-4	0.0019795390624834344
K02033 msi	K02033	msi	MediumUrban	-2.6845737594142056	0.6585055796099609	-4.07676691365972	1.0237484088693993e-4	0.0014954263567595336
K02033 sutt	K02033	sutt	MediumUrban	2.569349292411464	0.600272523117341	4.280304684059657	4.876862124414196e-5	0.0010475820209117472
K02034 msi	K02034	msi	MediumUrban	-1.8663132869996744	0.6726337202915277	-2.7746353337605365	0.006793498613574226	0.019969531109778064
K02035 msi	K02035	msi	MediumUrban	-2.1881605962800985	0.7027250200850513	-3.113821955585506	0.0025168854130953127	0.010004514471752822
K02036 msi	K02036	msi	MediumUrban	-2.3540602889568523	0.6361448222213668	-3.7005100202445447	3.810360605039321e-4	0.0029078425001918666
K02037 msi	K02037	msi	MediumUrban	-3.0862946043886046	0.6057822442516797	-5.094726089572156	2.0782662172378937e-6	2.0864070173848718e-4
K02037 sutt	K02037	sutt	MediumUrban	2.4921144116980014	0.6087804939295036	4.093617381877854	9.6354742086884e-5	0.001483264132560922
K02038 msi	K02038	msi	MediumUrban	-1.7332923369546211	0.6438493054360547	-2.6920776683617422	0.008550805120667518	0.02389608801914244
K02038 sutt	K02038	sutt	MediumUrban	2.271746092569462	0.659660073658442	3.4438132354600013	8.927407462817381e-4	0.005073068536746583
K02039 msi	K02039	msi	MediumUrban	-3.064159069706936	0.6697402326078218	-4.575145587081982	1.608272015356806e-5	5.983274482132117e-4
K02049 mmil	K02049	mmil	MediumUrban	-1.0897659710721024	0.380231524597004	-2.8660589682223554	0.005237358735475624	0.016604728560808867
K02049 msi	K02049	msi	MediumUrban	-2.0321491266685827	0.6576241594371476	-3.0901375770742274	0.002704167232077956	0.01052062447643401
K02049 sutt	K02049	sutt	MediumUrban	1.7399555634454935	0.6960745113464868	2.4996685485289825	0.014352975084006998	0.035413920906757164
K02050 msi	K02050	msi	MediumUrban	-1.8098111348335848	0.6036785848304609	-2.997971404504697	0.003563178005412406	0.012921060283361404
K02051 msi	K02051	msi	MediumUrban	-1.5834204711649054	0.6583330034152381	-2.4051968577461333	0.018333793694478486	0.04317780691053737
K02051 sutt	K02051	sutt	MediumUrban	1.9811715103969194	0.5792976539747666	3.4199543133023225	9.643640157997885e-4	0.005325485072105031
K02056 sutt	K02056	sutt	MediumUrban	2.5702644060552067	0.6419354355039107	4.0039297784481755	1.328114301224759e-4	0.0017186087778348648
K02057 sutt	K02057	sutt	MediumUrban	2.3439875397224426	0.578900851138078	4.049031082117653	1.1307819175255377e-4	0.0015837598503695913
K02058 sutt	K02058	sutt	MediumUrban	2.00211685242803	0.69797866285788	2.868449938326688	0.005201455787049422	0.01651288830528623
K02066 sutt	K02066	sutt	MediumUrban	2.153478756374042	0.5495641673671133	3.9185210467615885	1.7958019214465426e-4	0.0019795390624834344
K02067 sutt	K02067	sutt	MediumUrban	1.9149985522061053	0.6002486960752841	3.1903418778371213	0.001991130540611433	0.008496203973469216
K02071 sutt	K02071	sutt	MediumUrban	1.5955806693070442	0.6801452268574819	2.345941140657866	0.02130707153102	0.04836238066287762
K02073 sutt	K02073	sutt	MediumUrban	2.5049084009490774	0.6447212572561745	3.8852579665350997	2.0175852024614718e-4	0.0020795975614981664
K02108 sutt	K02108	sutt	MediumUrban	2.611878004423619	0.6484221114543216	4.028052033212649	1.2187925968648258e-4	0.001621999369783592
K02112 sutt	K02112	sutt	MediumUrban	1.8537643309488674	0.6167554449364232	3.005671609660387	0.0034827297408634556	0.012705711477075795
K02113 sutt	K02113	sutt	MediumUrban	1.6027638984307238	0.6512816187161461	2.4609383289370412	0.01588027995194313	0.03854326867031253
K02114 sutt	K02114	sutt	MediumUrban	2.3202343331535666	0.5723648391220625	4.053768111808758	1.1117708419899425e-4	0.0015804659834969931
K02117 msi	K02117	msi	MediumUrban	-2.5741865765641956	0.70085819425598	-3.6729064419328243	4.183282833740259e-4	0.0030741964281282585
K02118 msi	K02118	msi	MediumUrban	-1.8996319781728617	0.7206100175794269	-2.63614428308094	0.009966594418955343	0.026573864850540505
K02119 msi	K02119	msi	MediumUrban	-2.1175849263825874	0.6854635575840563	-3.0892742625823906	0.00271123258709144	0.010530905040562349
K02120 msi	K02120	msi	MediumUrban	-1.7800788290874117	0.6307682245706028	-2.8220806942188714	0.005939708491102523	0.018154616068440446
K02121 msi	K02121	msi	MediumUrban	-2.1502242958718787	0.6023110618588131	-3.5699565092429095	5.903295886265898e-4	0.0038828031782317963
K02122 msi	K02122	msi	MediumUrban	-2.09823269795282	0.5429917274840038	-3.8642074855820567	2.1712207921675597e-4	0.0021905409771826104
K02123 msi	K02123	msi	MediumUrban	-2.0607861591885657	0.7055877300649336	-2.9206660934975672	0.004471687342035812	0.014891031554387788
K02160 sutt	K02160	sutt	MediumUrban	1.5923321424527062	0.5962943334963031	2.6703794636387874	0.009076759634019705	0.02486969469344179
K02188 msi	K02188	msi	MediumUrban	-1.9092146542153074	0.6834181175861379	-2.793626046904837	0.0064391104577694305	0.01922988131314475
K02189 msi	K02189	msi	MediumUrban	-2.2421698965961845	0.5876429516880681	-3.815530995743773	2.5704262758611743e-4	0.0023630057771526856
K02193 sutt	K02193	sutt	MediumUrban	1.945788175507983	0.5912323674115787	3.291071806549874	0.0014544735223620535	0.00684742010583021
K02194 sutt	K02194	sutt	MediumUrban	1.6039035496687617	0.6354900012785913	2.5238847919585585	0.01346633904283649	0.033786462867222006
K02195 sutt	K02195	sutt	MediumUrban	1.8552257554347704	0.5962775652256087	3.1113458959885967	0.002535883971471053	0.0100480564021496
K02198 sutt	K02198	sutt	MediumUrban	2.232875451100524	0.5228090567156528	4.2709196071080076	5.048763964171196e-5	0.0010733131248831802
K02200 sutt	K02200	sutt	MediumUrban	1.9407994395512194	0.6600223857662068	2.9405054758834948	0.004220083420942831	0.014293056365952888
K02230 msi	K02230	msi	MediumUrban	-3.7047664401585108	0.6666420928685439	-5.557354508199437	3.0871771389047265e-7	1.7239797266735605e-4
K02232 msi	K02232	msi	MediumUrban	-2.8677645971273553	0.6700504074173073	-4.279923667505976	4.883729706896428e-5	0.0010475820209117472
K02233 msi	K02233	msi	MediumUrban	-1.924915008897875	0.601367903788661	-3.200894156091092	0.0019272600031578718	0.00833271924325839
K02304 msi	K02304	msi	MediumUrban	-1.5566992116803111	0.6263820217846259	-2.485223326246046	0.014906484200658526	0.03664922841575746
K02314 sutt	K02314	sutt	MediumUrban	2.401701974545308	0.659567788193986	3.641326968258404	4.652425324758091e-4	0.0033466539873864094
K02316 msi	K02316	msi	MediumUrban	-2.3932762425001686	0.6584940729126046	-3.6344689207518566	4.7607105501688466e-4	0.00336666218298316
K02319 msi	K02319	msi	MediumUrban	-2.5320650275723118	0.713367475901095	-3.5494539814475234	6.317806434667418e-4	0.004050354146455955
K02322 msi	K02322	msi	MediumUrban	-2.834546807236004	0.7451102973877725	-3.804197602923263	2.672953773456706e-4	0.002390682641627269
K02323 msi	K02323	msi	MediumUrban	-1.9907416992938716	0.7006665998183207	-2.841211069301806	0.005624196673382576	0.017459207665350602
K02335 sutt	K02335	sutt	MediumUrban	1.872598368658214	0.6292280793214942	2.976024799588512	0.003802000930645861	0.013312594435099698
K02337 sutt	K02337	sutt	MediumUrban	1.1724357809202268	0.4430478594835568	2.6462960057788982	0.009694817226436168	0.02602408096521366
K02338 sutt	K02338	sutt	MediumUrban	1.2629435706018002	0.5295077913588992	2.3851274546133725	0.01929663218652415	0.04480104780890341
K02341 sutt	K02341	sutt	MediumUrban	2.688869044923282	0.643925429451968	4.175746013341521	7.156446721718175e-5	0.001290298067515118
K02343 sutt	K02343	sutt	MediumUrban	2.2057554351623803	0.6634722515393813	3.3245632052352	0.0013084361347657193	0.006383988600158152
K02346 sutt	K02346	sutt	MediumUrban	2.4344485602423473	0.6295412241798845	3.8670200881820738	2.1500644959540434e-4	0.002187736566182298
K02356 sutt	K02356	sutt	MediumUrban	1.6350770109010244	0.6524888729919924	2.5059078837672235	0.014119656026571104	0.03501968854090187
K02357 sutt	K02357	sutt	MediumUrban	2.532447663843083	0.6472289819445379	3.9127538081415714	1.8325059238629248e-4	0.0020041134620805913
K02372 sutt	K02372	sutt	MediumUrban	1.8838950553773277	0.6599201935160951	2.8547316385937815	0.00541056720472933	0.01697471153526026
K02379 msi	K02379	msi	MediumUrban	-2.2075283155548093	0.6778773564281443	-3.256530542909217	0.0016210083602222868	0.007451005609438735
K02433 msi	K02433	msi	MediumUrban	-2.868870319657865	0.6592358717084537	-4.351811609133157	3.7403310946039026e-5	8.995685188133225e-4
K02433 sutt	K02433	sutt	MediumUrban	1.7793912540822518	0.5248300764210896	3.3904140292725597	0.0010605522308208646	0.005654039767046367
K02434 msi	K02434	msi	MediumUrban	-2.448448895649465	0.6958198006332602	-3.5187973860777615	6.989332818974787e-4	0.004322493881033498
K02440 msi	K02440	msi	MediumUrban	-2.850460700479243	0.6236770577063636	-4.570411345516067	1.6376884024412484e-5	5.99897859417325e-4
K02469 sutt	K02469	sutt	MediumUrban	1.6610116144006788	0.6475163942116738	2.565203953519812	0.012066635912542001	0.030893182911572583
K02470 sutt	K02470	sutt	MediumUrban	1.906447951535243	0.6015996747454899	3.1689643986954885	0.002126628139495633	0.008852275524718711
K02484 sutt	K02484	sutt	MediumUrban	1.788334608141729	0.5999173245826184	2.9809684349188124	0.003746947309245495	0.013242494208585563
K02492 msi	K02492	msi	MediumUrban	-1.9458045848164092	0.6874152072327885	-2.8306103274166814	0.005797078148616094	0.01785620061042034
K02492 sutt	K02492	sutt	MediumUrban	2.496755018441182	0.639559803381629	3.9038648227104953	1.8904863173724082e-4	0.002037175719906861
K02493 msi	K02493	msi	MediumUrban	-1.700649599083798	0.5683390180175966	-2.9923154053645207	0.003623361497138035	0.013051775680311137
K02493 sutt	K02493	sutt	MediumUrban	1.9258239258456784	0.6323763671824392	3.0453761806852637	0.0030939646433968586	0.011637803816631785
K02495 sutt	K02495	sutt	MediumUrban	1.6106357901438662	0.5749269095934683	2.801461826308929	0.006297882627745676	0.01900539738487003
K02500 msi	K02500	msi	MediumUrban	-2.1522833261298056	0.6900432183246169	-3.11905583443805	0.0024771616140278796	0.009929497984849128
K02519 sutt	K02519	sutt	MediumUrban	1.9532361285583761	0.6300862191504895	3.0999505610388	0.002625052288771308	0.010313943068588259
K02520 sutt	K02520	sutt	MediumUrban	1.8444046387743906	0.6675251848233515	2.763048766860353	0.0070183883160141345	0.02052921692927476
K02523 sutt	K02523	sutt	MediumUrban	1.5815562462465216	0.5547995007262825	2.850680730923734	0.0054737774126785	0.017074405094912377
K02527 sutt	K02527	sutt	MediumUrban	1.8123902036273194	0.6609488871335053	2.7421034196570697	0.007442267367510572	0.02137519734866426
K02528 msi	K02528	msi	MediumUrban	-2.0265642740419127	0.6258584025243	-3.238055550373837	0.0017172546406410624	0.007700156872629699
K02528 sutt	K02528	sutt	MediumUrban	2.1576176983891915	0.6069955761171578	3.554585541118909	6.21154750595075e-4	0.004040900167122606
K02533 sutt	K02533	sutt	MediumUrban	1.6190344445708234	0.624779698408893	2.5913685234875077	0.011249576288400941	0.029146073060590468
K02535 sutt	K02535	sutt	MediumUrban	2.4582518615740496	0.6460514276534507	3.8050405220877925	2.6651959629155097e-4	0.002390682641627269
K02536 sutt	K02536	sutt	MediumUrban	1.9841301328528396	0.6656965471226723	2.9805324083905917	0.003751773202220185	0.013242494208585563
K02558 sutt	K02558	sutt	MediumUrban	1.8747963571989386	0.67186897612034	2.7904195964290803	0.0064977332703878635	0.019242665319394905
K02563 msi	K02563	msi	MediumUrban	-1.8067951191420146	0.6407737181863666	-2.8197085302685823	0.0059799432983560444	0.0182074744160943
K02563 sutt	K02563	sutt	MediumUrban	2.49427934794885	0.6630095211335767	3.7620566046838517	3.0894610130452027e-4	0.0026031171760801607
K02573 sutt	K02573	sutt	MediumUrban	1.8933160968029734	0.6519261939347076	2.904187796744051	0.004691104489420984	0.015342746963339786
K02574 sutt	K02574	sutt	MediumUrban	1.8263679804782635	0.6856304285406141	2.6637790629650806	0.0092424846443753	0.025121410888421906
K02585 msi	K02585	msi	MediumUrban	-2.3799702062039745	0.629182252408593	-3.782640398856028	2.8788334682543313e-4	0.00251080677212951
K02600 sutt	K02600	sutt	MediumUrban	1.6920358338550356	0.6528283152073486	2.5918542355467813	0.011234892964031224	0.029139738722612576
K02621 sutt	K02621	sutt	MediumUrban	2.2579136750771958	0.6606101301387075	3.4179216637248726	9.7071000474321e-4	0.005325485072105031
K02622 sutt	K02622	sutt	MediumUrban	1.3750060468332528	0.5730558746934039	2.399427538490741	0.01860609907322231	0.04360346643045504
K02653 sutt	K02653	sutt	MediumUrban	1.9158407807289082	0.6319113199935561	3.0318190545287984	0.0032219389015792884	0.011893700038233002
K02669 sutt	K02669	sutt	MediumUrban	1.6724931728112804	0.6413174873052256	2.60790202344082	0.010759395460315263	0.028198686127031643
K02687 sutt	K02687	sutt	MediumUrban	1.893423417112385	0.5662902317258607	3.343556556400191	0.0012318542887806083	0.006187858779718625
K02823 msi	K02823	msi	MediumUrban	-2.221458966800525	0.649500608999874	-3.420256942054624	9.634225510044139e-4	0.005325485072105031
K02824 mol	K02824	mol	MediumUrban	-2.349814391171445	0.6393845479135816	-3.675119142055092	4.152154842199275e-4	0.0030702735028808924
K02834 sutt	K02834	sutt	MediumUrban	2.156593636194679	0.6679395717568114	3.228725662296691	0.0017678671834957735	0.007867835072716703
K02836 sutt	K02836	sutt	MediumUrban	1.7666643745229391	0.5446088242645228	3.243914339634074	0.0016861686016346354	0.00758935243949351
K02837 sutt	K02837	sutt	MediumUrban	2.058510685277703	0.5646853517726755	3.645411871966522	4.5890422525606103e-4	0.003311063516165701
K02838 sutt	K02838	sutt	MediumUrban	2.0027795933247887	0.5011220071979056	3.9965907794064233	1.3631991856598348e-4	0.0017450415382021863
K02841 sutt	K02841	sutt	MediumUrban	2.257607161366089	0.6410011907782373	3.522001509271982	6.916108766489581e-4	0.004315607252249133
K02858 msi	K02858	msi	MediumUrban	-2.021011840135238	0.681546824569248	-2.9653308727724763	0.003923659721668764	0.013583093312244776
K02863 sutt	K02863	sutt	MediumUrban	1.9216209122957992	0.6637853054309651	2.8949434351340146	0.004818499375900231	0.01567328827051701
K02864 msi	K02864	msi	MediumUrban	-2.0962138013496734	0.6649686507956651	-3.1523498120422047	0.0022378276189560543	0.009202534647209612
K02864 sutt	K02864	sutt	MediumUrban	1.615655084081663	0.6679697828729244	2.4187547483551777	0.01770780456887886	0.042120162515984584
K02867 msi	K02867	msi	MediumUrban	-1.830474125382415	0.6136822958392864	-2.9827716031452653	0.0037270509521570524	0.013205518328996937
K02867 sutt	K02867	sutt	MediumUrban	1.6525440954894086	0.6194192312712569	2.667892780948747	0.00913887648106555	0.0249740454949608
K02871 sutt	K02871	sutt	MediumUrban	2.5630090701751134	0.6595492941029678	3.886000778245061	2.012358333305307e-4	0.0020795975614981664
K02874 msi	K02874	msi	MediumUrban	-1.857702159448869	0.5624316313415615	-3.3029830755032643	0.0014008664571019567	0.006738309160322745
K02874 sutt	K02874	sutt	MediumUrban	2.1436023187186874	0.6587190694598993	3.254198061210346	0.0016328746443950415	0.007469596673903857
K02876 msi	K02876	msi	MediumUrban	-1.7293067398619433	0.5849208874386596	-2.956479717170803	0.0040270650575557135	0.013848906134592357
K02876 sutt	K02876	sutt	MediumUrban	1.6186369758658863	0.6304305473019819	2.567510382853553	0.011992517230203439	0.03076959431585602
K02878 sutt	K02878	sutt	MediumUrban	2.15627240774105	0.6468541922474844	3.3334751997959793	0.0012719620782580504	0.006296344507967605
K02879 sutt	K02879	sutt	MediumUrban	1.6775494546914775	0.6486703346115529	2.5861356149361363	0.01140887320433854	0.029430690248678292
K02881 msi	K02881	msi	MediumUrban	-1.6289354831321277	0.6341849991426334	-2.5685493749210657	0.011959262894133663	0.030750545303382563
K02881 sutt	K02881	sutt	MediumUrban	2.138992615798483	0.6705906905761153	3.1897141518037473	0.001994991647055057	0.008497451004719304
K02883 msi	K02883	msi	MediumUrban	-1.598058077315709	0.5533297557857493	-2.888075438933165	0.004915200245126569	0.01592257385530117
K02884 sutt	K02884	sutt	MediumUrban	1.7260861789372886	0.5552386843228653	3.1087282418773046	0.002556114059826	0.010102664023962671
K02886 msi	K02886	msi	MediumUrban	-2.0296266043023774	0.6431056360920818	-3.1559770127901183	0.0022130982674270355	0.009148241275596825
K02886 sutt	K02886	sutt	MediumUrban	2.1200958415075246	0.6688843914764863	3.1695998120507105	0.002122479535076989	0.008851969265630097
K02888 sutt	K02888	sutt	MediumUrban	1.7780663940096644	0.6515798953917507	2.728853984883364	0.007722334053469255	0.02202021243270694
K02890 msi	K02890	msi	MediumUrban	-2.505577593526855	0.5738907797371073	-4.36594850796284	3.548167210178725e-5	8.987432050463344e-4
K02890 sutt	K02890	sutt	MediumUrban	2.000077201972042	0.6210982323891118	3.2202268460474603	0.0018151827341148991	0.00798881717177001
K02895 msi	K02895	msi	MediumUrban	-1.5450699101877483	0.574132338562416	-2.691138969904546	0.008572972296608642	0.023929949634496104
K02902 sutt	K02902	sutt	MediumUrban	1.6215160111516786	0.6585770982934387	2.462150620411019	0.015830350272820478	0.038500576097635915
K02904 sutt	K02904	sutt	MediumUrban	1.7284035038683707	0.5919935332162681	2.9196324062495247	0.004485168289994007	0.01489426178309028
K02906 msi	K02906	msi	MediumUrban	-2.3270524532237937	0.6775454099942109	-3.434533566161531	9.199801662424481e-4	0.005172503584185869
K02907 msi	K02907	msi	MediumUrban	-1.92530610715079	0.5682237772302096	-3.388288530507539	0.0010678106772027474	0.0056751277286154955
K02914 sutt	K02914	sutt	MediumUrban	1.8360344370333859	0.6249173253692863	2.9380437419436345	0.004250577150947685	0.014355495314051685
K02926 sutt	K02926	sutt	MediumUrban	2.1114703917514834	0.5885333549466238	3.5876817753905894	5.56582688905275e-4	0.003733023612066084
K02930 msi	K02930	msi	MediumUrban	-2.371653382654293	0.6395454521537929	-3.708342190015255	3.7104472150034136e-4	0.00287771166740167
K02931 msi	K02931	msi	MediumUrban	-1.709922733541491	0.5998959674226503	-2.850365440674455	0.005478725532344837	0.017074405094912377
K02931 sutt	K02931	sutt	MediumUrban	2.3931343237284666	0.6090307918344765	3.9294143347334676	1.7283848757673645e-4	0.0019503717484370118
K02933 msi	K02933	msi	MediumUrban	-1.597269860057466	0.611653448669933	-2.611396802439026	0.01065829036747606	0.028072333368319137
K02933 sutt	K02933	sutt	MediumUrban	1.6107100770595941	0.6877892039137344	2.3418658913140145	0.021526455668309963	0.04876735580042438
K02935 sutt	K02935	sutt	MediumUrban	1.743865468143555	0.5858190084874374	2.976799050352002	0.003793329554334728	0.013303864971369362
K02936 msi	K02936	msi	MediumUrban	-2.054846577221836	0.5661530778701845	-3.6294893687622056	4.8408298023937756e-4	0.0033766383249483585
K02946 sutt	K02946	sutt	MediumUrban	2.3139333647208935	0.6572055144846425	3.520867238211473	6.941946987028215e-4	0.004315607252249133
K02948 sutt	K02948	sutt	MediumUrban	2.018419520343724	0.6642221860747737	3.038771607843439	0.0031557084650552986	0.011710719610905192
K02950 msi	K02950	msi	MediumUrban	-1.959864830011016	0.5795196844481523	-3.3818779285768312	0.001089986723288494	0.00572904721445895
K02950 sutt	K02950	sutt	MediumUrban	2.394543602192496	0.6251662815132661	3.8302507236895553	2.442856547868784e-4	0.002335920257219106
K02954 sutt	K02954	sutt	MediumUrban	2.4905132712604643	0.6272101725267688	3.970779461734848	1.493785802391061e-4	0.0018333525749964516
K02956 sutt	K02956	sutt	MediumUrban	2.855548099149978	0.4880206619548834	5.851285246225841	8.872171003543137e-8	1.0562319579718106e-4
K02963 sutt	K02963	sutt	MediumUrban	1.5856350584971433	0.6661359355655688	2.3803475744795137	0.019532477882436915	0.04515226197872067
K02966 msi	K02966	msi	MediumUrban	-1.3576016892867082	0.524855892851893	-2.586617979861006	0.011394104551131372	0.029430690248678292
K02967 msi	K02967	msi	MediumUrban	-1.7641757197249053	0.619999309084048	-2.8454478801455423	0.005556434677171149	0.01727137201872651
K02967 sutt	K02967	sutt	MediumUrban	1.7709495075515935	0.6188796430482867	2.861541056397971	0.005305822657618464	0.016729834701840723
K02968 sutt	K02968	sutt	MediumUrban	2.1452630590347384	0.6250800554990251	3.4319812960950955	9.27608373111318e-4	0.0051967894973601134
K02970 sutt	K02970	sutt	MediumUrban	2.106587929528357	0.634454650449705	3.3203128514153	0.0013261753788340294	0.006444129748987396
K02982 msi	K02982	msi	MediumUrban	-2.8350000803301727	0.576814710559943	-4.914923334008066	4.27133967107533e-6	3.378649670046256e-4
K02984 msi	K02984	msi	MediumUrban	-1.5909904144324551	0.6189744843057036	-2.5703651035261177	0.011901347747598797	0.030634712418413767
K02986 sutt	K02986	sutt	MediumUrban	2.7558361881862257	0.6496303070638875	4.242160746227631	5.6126894514258723e-5	0.0011422062892175215
K02988 msi	K02988	msi	MediumUrban	-2.519993547835771	0.6247756166633949	-4.033437734484197	1.1955914593018569e-4	0.001621999369783592
K02990 sutt	K02990	sutt	MediumUrban	1.8651688280405296	0.6612696843063763	2.820587231360766	0.005965010399773812	0.018185262179079956
K02991 msi	K02991	msi	MediumUrban	-1.8476143030568049	0.5416627098354427	-3.4110051689142686	9.925995199681619e-4	0.005408190977217834
K02992 msi	K02992	msi	MediumUrban	-2.579577331441452	0.5792976518605231	-4.452939388165403	2.5595312872049477e-5	7.140137704981649e-4
K02994 msi	K02994	msi	MediumUrban	-2.0509669252750964	0.5177435862533047	-3.9613565087635214	1.5443808138744451e-4	0.0018478244813241477
K02995 msi	K02995	msi	MediumUrban	-1.871876983774547	0.5538586829431066	-3.3797014318304544	0.001097613880612926	0.0057395371376553865
K02996 msi	K02996	msi	MediumUrban	-1.8810926500699094	0.5539830772746256	-3.395577820398649	0.0010431112375560495	0.0056123644558053595
K03041 msi	K03041	msi	MediumUrban	-3.2404942868131954	0.6890426370688071	-4.702893714383603	9.8253125617534e-6	4.77429983868058e-4
K03042 msi	K03042	msi	MediumUrban	-2.446231761601786	0.6950985694364901	-3.519258806107058	6.978742952918596e-4	0.004322493881033498
K03043 sutt	K03043	sutt	MediumUrban	1.4952285198340827	0.5625287082128393	2.6580483769165175	0.009388596130624555	0.025460418436238117
K03044 msi	K03044	msi	MediumUrban	-1.7913776696469332	0.7203831905098741	-2.486701096369321	0.014848993224004311	0.03656199882766729
K03045 msi	K03045	msi	MediumUrban	-3.1589784863014234	0.6729473931968715	-4.694242846078254	1.0160971388438485e-5	4.8386545751744064e-4
K03047 msi	K03047	msi	MediumUrban	-2.2710990657560206	0.6428114249801177	-3.533072029368903	6.668658451721623e-4	0.00421169118661782
K03049 msi	K03049	msi	MediumUrban	-2.0122509175265204	0.6303571578842221	-3.1922393398063247	0.0019795017555076667	0.008496203973469216
K03071 sutt	K03071	sutt	MediumUrban	1.8492796984645674	0.6783504675494232	2.7261419972852496	0.007780831942702745	0.022160479492314877
K03072 sutt	K03072	sutt	MediumUrban	2.029480620619468	0.5719833502483329	3.5481463223332406	6.345157902679845e-4	0.004050354146455955
K03073 sutt	K03073	sutt	MediumUrban	1.5756657225667405	0.5892873089462455	2.6738497480699555	0.008990713758921227	0.024776492430545652
K03076 msi	K03076	msi	MediumUrban	-2.06611954881916	0.710212567108011	-2.9091565603132157	0.004623920038691396	0.015227598357018274
K03076 sutt	K03076	sutt	MediumUrban	1.6614992490120262	0.6659688325651378	2.4948603714867037	0.014535131014588042	0.035826239074258935
K03086 sutt	K03086	sutt	MediumUrban	1.3791009516441863	0.5751419179811729	2.397844616307954	0.018681438117173398	0.043736975572261416
K03106 msi	K03106	msi	MediumUrban	-2.164249494070585	0.6975374704885842	-3.102699977615045	0.002603275033684022	0.010262248104638504
K03110 msi	K03110	msi	MediumUrban	-2.620637594342025	0.6476295207374557	-4.046507316957857	1.141037526100488e-4	0.0015887779822486912
K03117 sutt	K03117	sutt	MediumUrban	1.6784502803247208	0.6644993508414316	2.525887012830576	0.013395282978491322	0.033679164489744284
K03147 msi	K03147	msi	MediumUrban	-3.703011156208933	0.7042711431808854	-5.257933953511212	1.069531828196178e-6	1.859325013491377e-4
K03147 sutt	K03147	sutt	MediumUrban	1.622083577306511	0.5960103631856013	2.721569418083061	0.007880378615214213	0.022406786481638352
K03150 sutt	K03150	sutt	MediumUrban	1.6900698763700908	0.6148539583689568	2.748733830800072	0.007305622466665433	0.02111005715185728
