Factors	Sum Sq	Df	F value	Pr(>F)	Eta2_partial	CI	CI_low	CI_high	Year	Body_Site	Indice
Age_num	39.8858098731107	1	0.222580634178501	0.637735612304345	0.00141570398654374	0.95	0	0.0353169877367924	2015	Right_Arm	faith_pd
Age_num:Expo	181.936734853061	1	1.01528824293124	0.31518968282562	0.00642525324113164	0.95	0	0.0531452149910096	2015	Right_Arm	faith_pd
Age_num:Gender	38.8561341108434	1	0.216834583518058	0.642107781977205	0.001379207157379	0.95	0	0.0351014007975564	2015	Right_Arm	faith_pd
Expo	5333.49898080113	1	29.7633065321665	1.86403777079857e-07	0.15936378020294	0.95	0.068468217394517	0.263682643389472	2015	Right_Arm	faith_pd
Expo:Gender	46.4062887221808	1	0.258967818542832	0.611544579606397	0.00164676025879585	0.95	0	0.0366013297550259	2015	Right_Arm	faith_pd
Gender	556.663996293624	1	3.10643373454236	0.0799294304289006	0.0194023042177858	0.95	0	0.0813773494193597	2015	Right_Arm	faith_pd
Residuals	28133.9487291443	157	NA	NA	NA	NA	NA	NA	2015	Right_Arm	faith_pd
(Intercept)	79808.2134217705	1	356.329410954249	2.04579122092979e-30	NA	NA	NA	NA	2016	Right_Arm	faith_pd
Age_num	2.11160282496712	1	0.00942792926353883	0.922904553052864	0.00012403631392033	0.95	0	0.0288720956796838	2016	Right_Arm	faith_pd
Age_num:Expo	398.849575843335	1	1.78079208049079	0.186036572268949	0.0228950108742522	0.95	0	0.125428432548737	2016	Right_Arm	faith_pd
Age_num:Gender	705.682287868451	1	3.15074530773068	0.0798962428231282	0.0398068937377769	0.95	0	0.156101068685688	2016	Right_Arm	faith_pd
Expo	1757.20454289903	1	7.84560426617117	0.00645757822356817	0.093572040357238	0.95	0.00790380198983195	0.232780452933339	2016	Right_Arm	faith_pd
