Factors	Sum Sq	Df	F value	Pr(>F)	Eta2_partial	CI	CI_low	CI_high	Year	Body_Site	Indice
Expo:Gender	78.681544500876	1	0.351299035561667	0.5551382233127	0.00460108786620703	0.95	0	0.0781326483580325	2016	Right_Arm	faith_pd
Gender	247.340820783211	1	1.10433256422929	0.296647294032213	0.0143225747179558	0.95	0	0.10677012506617	2016	Right_Arm	faith_pd
Residuals	17021.9578670516	76	NA	NA	NA	NA	NA	NA	2016	Right_Arm	faith_pd
(Intercept)	43.2082756213097	1	11117.3734809798	1.24501098388732e-147	NA	NA	NA	NA	2015	Right_Arm	pielou_e
Age_num	0.000851982262074502	1	0.219212751965989	0.640289758648209	0.0013943127441544	0.95	0	0.035191070871526	2015	Right_Arm	pielou_e
Age_num:Expo	0.00100654651625054	1	0.258981720196617	0.611535027282515	0.00164684851296704	0.95	0	0.0366017706585706	2015	Right_Arm	pielou_e
Age_num:Gender	8.24711021392144e-05	1	0.0212195934849456	0.884369182156928	0.000135138381550477	0.95	0	0.0192704103187089	2015	Right_Arm	pielou_e
Expo	0.00500105242735305	1	1.28675738231553	0.258375382571142	0.00812928007115326	0.95	0	0.0575503968533734	2015	Right_Arm	pielou_e
Expo:Gender	0.000568205269359967	1	0.146197692513793	0.702712885109217	0.000930329175382638	0.95	0	0.0320329725241041	2015	Right_Arm	pielou_e
Gender	0.013546682116679	1	3.48552499153552	0.0637723427195482	0.0217186253509116	0.95	0	0.0856452373610878	2015	Right_Arm	pielou_e
Residuals	0.610189023886942	157	NA	NA	NA	NA	NA	NA	2015	Right_Arm	pielou_e
(Intercept)	22.5819241725129	1	6084.62663841709	2.67855997318073e-74	NA	NA	NA	NA	2016	Right_Arm	pielou_e
Age_num	0.00992213316303192	1	2.67348678051058	0.106167751263894	0.0339820553265839	0.95	0	0.146158387266525	2016	Right_Arm	pielou_e
Age_num:Expo	0.000431282789081222	1	0.116207756570569	0.734125035101725	0.00152671500585284	0.95	0	0.0607393112522709	2016	Right_Arm	pielou_e
Age_num:Gender	0.00260548726359933	1	0.702040140115692	0.404726362782985	0.00915282225652979	0.95	0	0.0933375696510856	2016	Right_Arm	pielou_e
Expo	0.0155088660657956	1	4.1788139431646	0.044396475588578	0.0521186799561139	0.95	0	0.175660763462001	2016	Right_Arm	pielou_e
Expo:Gender	8.24313742445182e-05	1	0.0222108679374646	0.881922262903735	0.000292162878241575	0.95	0	0.0395341876611261	2016	Right_Arm	pielou_e
Gender	0.00426420244286946	1	1.14897559558139	0.287155751625355	0.0148929468824624	0.95	0	0.108122166137603	2016	Right_Arm	pielou_e
Residuals	0.282059416148081	76	NA	NA	NA	NA	NA	NA	2016	Right_Arm	pielou_e
(Intercept)	3122.81862168493	1	5175.75195851588	4.18932368522972e-122	NA	NA	NA	NA	2015	Right_Arm	shannon
Age_num	0.156397828553224	1	0.259213379163605	0.611375893646216	0.00164831918965932	0.95	0	0.0366095789656275	2015	Right_Arm	shannon
Age_num:Expo	0.395933437706148	1	0.656219112893544	0.419124051337688	0.0041623420667195	0.95	0	0.0465235996492521	2015	Right_Arm	shannon
Age_num:Gender	0.0414491386449214	1	0.0686977011826891	0.793586023247906	0.000437373596318879	0.95	0	0.0267772317228888	2015	Right_Arm	shannon
Expo	4.58535913989306	1	7.5997630422721	0.00652946509133925	0.0461711663601869	0.95	0.00370929360560366	0.12500465625536	2015	Right_Arm	shannon
Expo:Gender	0.235511076148001	1	0.390335482554382	0.533030037836889	0.00248004733808861	0.95	0	0.0404651395337488	2015	Right_Arm	shannon
Gender	2.49297724225335	1	4.13185439414551	0.0437682436808674	0.0256426912585426	0.95	0	0.092582035141432	2015	Right_Arm	shannon
Residuals	94.72681989674	157	NA	NA	NA	NA	NA	NA	2015	Right_Arm	shannon
(Intercept)	1594.00294760426	1	2765.47197236379	1.5926013318546e-61	NA	NA	NA	NA	2016	Right_Arm	shannon
Age_num	0.722120101352935	1	1.25282258980354	0.266539148247679	0.0162171756034827	0.95	0	0.111187510294441	2016	Right_Arm	shannon
Age_num:Expo	0.0782700865729424	1	0.13579255359426	0.713524629970972	0.00178355736559348	0.95	0	0.0629114435027151	2016	Right_Arm	shannon
Age_num:Gender	1.00501875544138	1	1.74362989983825	0.190642374428029	0.0224279455703917	0.95	0	0.124486082280328	2016	Right_Arm	shannon
Expo	4.42097584536688	1	7.6700515574547	0.00705190460565795	0.091670214308256	0.95	0.00728324369834709	0.230361670089787	2016	Right_Arm	shannon
Expo:Gender	0.398611542212876	1	0.691560231746883	0.408239452433175	0.00901742290360403	0.95	0	0.0929477496359068	2016	Right_Arm	shannon
Gender	0.825840264009784	1	1.43276905930514	0.235033472342008	0.0185033943214376	0.95	0	0.116268279206249	2016	Right_Arm	shannon
Residuals	43.805985100755	76	NA	NA	NA	NA	NA	NA	2016	Right_Arm	shannon
(Intercept)	9651794.01769238	1	799.611875715552	1.70630710052986e-63	NA	NA	NA	NA	2015	Right_Arm	observed_otus
Age_num	3515.62018697127	1	0.291254832713438	0.590182129111445	0.00185169120192474	0.95	0	0.037645159324059	2015	Right_Arm	observed_otus
Age_num:Expo	14822.9840578542	1	1.2280239367392	0.269486443095839	0.00776110265543212	0.95	0	0.0566291118170829	2015	Right_Arm	observed_otus
Age_num:Gender	988.012539268006	1	0.0818528201395931	0.775179208962965	0.000521083872325567	0.95	0	0.0279479292903151	2015	Right_Arm	observed_otus
Expo	258146.28007126	1	21.3863692944956	7.79797803836233e-06	0.119887911722611	0.95	0.0410403389596807	0.219415133329519	2015	Right_Arm	observed_otus
Expo:Gender	4636.52428840101	1	0.384117178242003	0.536306431790676	0.00244063495814498	0.95	0	0.0377006371639873	2015	Right_Arm	observed_otus
Gender	33772.7409271465	1	2.79793421526702	0.0963773889477397	0.0175092014111889	0.95	0	0.077774312432145	2015	Right_Arm	observed_otus
Residuals	1895083.98611723	157	NA	NA	NA	NA	NA	NA	2015	Right_Arm	observed_otus
(Intercept)	4573092.02280748	1	235.524805847104	5.46072281305775e-25	NA	NA	NA	NA	2016	Right_Arm	observed_otus
Age_num	572.559183665086	1	0.0294881209247804	0.86411325390037	0.000387851104269959	0.95	0	0.0430372900376154	2016	Right_Arm	observed_otus
Age_num:Expo	26693.1723897865	1	1.37476005582064	0.244657859530741	0.0177675517808242	0.95	0	0.114659644785188	2016	Right_Arm	observed_otus
Age_num:Gender	27102.8895473899	1	1.39586143613739	0.241101573176913	0.0180353498266723	0.95	0	0.115247824840036	2016	Right_Arm	observed_otus
Expo	96013.0037870926	1	4.94489154448931	0.0291381982803417	0.0610896061522484	0.95	0	0.188971894887762	2016	Right_Arm	observed_otus
Expo:Gender	14886.8133735959	1	0.766705286491423	0.383997264363763	0.00998747156895816	0.95	0	0.0956870073743583	2016	Right_Arm	observed_otus
Gender	7533.60235155397	1	0.387997928388447	0.535218360694096	0.00507930485037955	0.95	0	0.0800254486562245	2016	Right_Arm	observed_otus
Residuals	1475661.94772279	76	NA	NA	NA	NA	NA	NA	2016	Right_Arm	observed_otus
(Intercept)	188700.636052296	1	1354.08220155823	4.27377566052492e-79	NA	NA	NA	NA	2015	Right_Hand	faith_pd
Age_num	875.276739179517	1	6.28083020150737	0.0132237100641134	0.0384664274045894	0.95	0.00156668503402817	0.113422553203317	2015	Right_Hand	faith_pd
Age_num:Expo	658.371804935425	1	4.72435897260973	0.0312366662616577	0.0292124142746478	0.95	0	0.0986294219796601	2015	Right_Hand	faith_pd
Age_num:Gender	14.2398284217707	1	0.102182476024188	0.749651100365129	0.000650420474201764	0.95	0	0.0294659972567651	2015	Right_Hand	faith_pd
Expo	10779.4332052243	1	77.3512954245414	2.41076095514698e-15	0.330065576485997	0.95	0.216977766504606	0.433969690808491	2015	Right_Hand	faith_pd
Expo:Gender	20.6490263244887	1	0.1481737402186	0.700807703684035	0.000942891900630967	0.95	0	0.0321326583875975	2015	Right_Hand	faith_pd
Gender	514.237911230193	1	3.69007978738509	0.0565491678251639	0.0229639551630541	0.95	0	0.0878835783406975	2015	Right_Hand	faith_pd
Residuals	21879.0261227257	157	NA	NA	NA	NA	NA	NA	2015	Right_Hand	faith_pd
(Intercept)	112077.578898273	1	512.26508364148	3.38545577033072e-43	NA	NA	NA	NA	2016	Right_Hand	faith_pd
Age_num	701.212253866852	1	3.20498138350729	0.0761653368205749	0.0283113105478079	0.95	0	0.113907655157283	2016	Right_Hand	faith_pd
Age_num:Expo	497.197104170587	1	2.27250373052243	0.13455365894167	0.0202409642166431	0.95	0	0.0988743356714573	2016	Right_Hand	faith_pd
Age_num:Gender	62.367124276363	1	0.285057015399197	0.59448297534255	0.00258472927442377	0.95	0	0.0526080815314764	2016	Right_Hand	faith_pd
Expo	5610.69010258006	1	25.644385459944	1.66401649820342e-06	0.189056003851459	0.95	0.0748336229000059	0.315742298664593	2016	Right_Hand	faith_pd
Expo:Gender	60.2583243917506	1	0.275418472526544	0.60077604663001	0.0024975509169812	0.95	0	0.052181975384779	2016	Right_Hand	faith_pd
Gender	514.104336936445	1	2.34978042664744	0.128171764391774	0.0209148644325264	0.95	0	0.100195687886624	2016	Right_Hand	faith_pd
Residuals	24066.7070087455	110	NA	NA	NA	NA	NA	NA	2016	Right_Hand	faith_pd
(Intercept)	42.6287374366429	1	12268.8905662787	6.01778820959471e-151	NA	NA	NA	NA	2015	Right_Hand	pielou_e
Age_num	0.0197974763529989	1	5.69787156432758	0.0181753368650434	0.0350211807293051	0.95	0.000745454121370832	0.108044153278026	2015	Right_Hand	pielou_e
Age_num:Expo	0.00784068488238854	1	2.25661163269668	0.135053545059853	0.0141696574450626	0.95	0	0.0711088956441447	2015	Right_Hand	pielou_e
Age_num:Gender	0.000370993467716962	1	0.106774878401891	0.744281417801795	0.000679632552348762	0.95	0	0.0262334023377698	2015	Right_Hand	pielou_e
Expo	0.0298125701509784	1	8.5802954222016	0.00390473310429678	0.051819544108937	0.95	0.00556043746548147	0.133170422601364	2015	Right_Hand	pielou_e
Expo:Gender	4.73671549484633e-05	1	0.0136326449114846	0.907200323842998	8.68245940294563e-05	0.95	0	0.016507318841693	2015	Right_Hand	pielou_e
Gender	0.000750504455618306	1	0.216001167033642	0.642747771652568	0.00137391337669346	0.95	0	0.0350697774896858	2015	Right_Hand	pielou_e
Residuals	0.545502606074911	157	NA	NA	NA	NA	NA	NA	2015	Right_Hand	pielou_e
(Intercept)	29.8092553269152	1	3152.0693957022	8.35684045771328e-83	NA	NA	NA	NA	2016	Right_Hand	pielou_e
Age_num	0.0674186395372163	1	7.1289345558814	0.00873469401342261	0.0608639921716374	0.95	0.00398596344293154	0.164602753100068	2016	Right_Hand	pielou_e
Age_num:Expo	0.0136617838719544	1	1.44461478024925	0.23197518724243	0.0129626252744271	0.95	0	0.0834874353670521	2016	Right_Hand	pielou_e
Age_num:Gender	0.0071802555869136	1	0.7592495565763	0.385461249558671	0.00685495396200271	0.95	0	0.0679037479292437	2016	Right_Hand	pielou_e
Expo	0.0317503771378467	1	3.35732613849787	0.0696118028517737	0.0296171959313503	0.95	0	0.116203437171774	2016	Right_Hand	pielou_e
Expo:Gender	0.00465681647726646	1	0.492417825887109	0.484332798486579	0.00445657571420924	0.95	0	0.0602423425281179	2016	Right_Hand	pielou_e
Gender	0.0142233938065477	1	1.50400014455103	0.222675642439137	0.0134883066311638	0.95	0	0.0846844577769996	2016	Right_Hand	pielou_e
Residuals	1.04027471299698	110	NA	NA	NA	NA	NA	NA	2016	Right_Hand	pielou_e
(Intercept)	3092.30507497934	1	6459.5587502136	1.84903066840069e-129	NA	NA	NA	NA	2015	Right_Hand	shannon
Age_num	3.3713194406856	1	7.042395709612	0.00877923771658707	0.0429303393134934	0.95	0.00275437755497096	0.120201228248507	2015	Right_Hand	shannon
Age_num:Expo	2.04759522331946	1	4.27724992230179	0.0402661378075157	0.0265210990661264	0.95	0	0.0940913031137186	2015	Right_Hand	shannon
Age_num:Gender	0.0654343674055582	1	0.136686753179451	0.712095513609938	0.000869858948942651	0.95	0	0.0315376079425472	2015	Right_Hand	shannon
Expo	14.9500117027069	1	31.2292857814689	9.90244337888182e-08	0.165910876470761	0.95	0.0733481369268417	0.270770261207702	2015	Right_Hand	shannon
Expo:Gender	0.0181465969825325	1	0.0379066768908307	0.845882366917028	0.000241385520814567	0.95	0	0.0229274351142081	2015	Right_Hand	shannon
Gender	0.537567999808573	1	1.12293321415627	0.290915282845396	0.00710164674617696	0.95	0	0.05493895671733	2015	Right_Hand	shannon
Residuals	75.1586780994447	157	NA	NA	NA	NA	NA	NA	2015	Right_Hand	shannon
(Intercept)	2118.533042485	1	1853.3311568926	1.13370242287316e-70	NA	NA	NA	NA	2016	Right_Hand	shannon
Age_num	8.3620066473168	1	7.31523518530393	0.00792509563880036	0.0623553724607826	0.95	0.00442550631905936	0.166696941175065	2016	Right_Hand	shannon
Age_num:Expo	2.42599465099761	1	2.12230415244066	0.148016664513385	0.0189284742985231	0.95	0	0.0962586253053903	2016	Right_Hand	shannon
Age_num:Gender	1.21199320980905	1	1.06027365759026	0.305411577572323	0.00954683094748339	0.95	0	0.0752353053055252	2016	Right_Hand	shannon
Expo	12.3883749441725	1	10.8375752498866	0.0013376371881712	0.0896871294171124	0.95	0.0146146191688757	0.202957002746927	2016	Right_Hand	shannon
Expo:Gender	0.499794993301137	1	0.437229731407639	0.509845205415817	0.00395907913002724	0.95	0	0.0584211848537869	2016	Right_Hand	shannon
Gender	3.16481153331435	1	2.76863457060102	0.0989744803211978	0.0245514595538324	0.95	0	0.107102727087176	2016	Right_Hand	shannon
Residuals	125.74041816902	110	NA	NA	NA	NA	NA	NA	2016	Right_Hand	shannon
(Intercept)	10075754.5732187	1	1017.66198599877	1.67491167182859e-70	NA	NA	NA	NA	2015	Right_Hand	observed_otus
Age_num	57749.1921334004	1	5.83273015725381	0.0168796855653362	0.0358203793034786	0.95	0.000929041971399712	0.109304180341194	2015	Right_Hand	observed_otus
Age_num:Expo	60619.7345411393	1	6.12265800993474	0.0144096344371834	0.0375340745708168	0.95	0.00133662221436394	0.111980489044668	2015	Right_Hand	observed_otus
Age_num:Gender	676.032684508944	1	0.0682800240238165	0.794200189806603	0.000434715551818438	0.95	0	0.0267368626192121	2015	Right_Hand	observed_otus
Expo	655421.16525609	1	66.1982385391775	1.16644205278158e-13	0.29658943086846	0.95	0.18496335370935	0.402395905294095	2015	Right_Hand	observed_otus
Expo:Gender	2304.28629389592	1	0.232735379679535	0.630174885357741	0.00148019672314124	0.95	0	0.035688844380984	2015	Right_Hand	observed_otus
Gender	21749.8415930343	1	2.19675725821647	0.140305799137639	0.0137990075680583	0.95	0	0.0703403089679736	2015	Right_Hand	observed_otus
Residuals	1554438.98834721	157	NA	NA	NA	NA	NA	NA	2015	Right_Hand	observed_otus
(Intercept)	6659310.8449415	1	347.630578858388	7.70916430269283e-36	NA	NA	NA	NA	2016	Right_Hand	observed_otus
Age_num	62799.0575504466	1	3.27824804042688	0.072933479621699	0.0289397840903837	0.95	0	0.115016563869222	2016	Right_Hand	observed_otus
Age_num:Expo	32543.8727306263	1	1.69886127544789	0.19515844739689	0.0152092980720593	0.95	0	0.0884932108317496	2016	Right_Hand	observed_otus
Age_num:Gender	10179.2342506493	1	0.531378272809766	0.467577185318367	0.00480748798317014	0.95	0	0.0614660498037711	2016	Right_Hand	observed_otus
Expo	374236.281761513	1	19.5359517355145	2.32558077754735e-05	0.150814900989054	0.95	0.0484162818103979	0.274766396916468	2016	Right_Hand	observed_otus
Expo:Gender	8390.28485665331	1	0.437991205008958	0.509477640070131	0.00396594686511369	0.95	0	0.0584471472111057	2016	Right_Hand	observed_otus
Gender	56426.8150268854	1	2.94560305528186	0.0889264530668298	0.0260798382194668	0.95	0	0.109906094486457	2016	Right_Hand	observed_otus
Residuals	2107191.47708226	110	NA	NA	NA	NA	NA	NA	2016	Right_Hand	observed_otus
